OBJECTID,FOD_ID,FPA_ID,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,dewpoint,humidity,icon,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,time,uvIndex,uvIndexTime,windBearing,windGust,windGustTime,windSpeed,latitude_print,longitude_print,offset_print,timezone_print
56435,56937,FS-281471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.01666667,-115.8166667,-7,America/Los_Angeles
56453,56956,FS-281490,79.67,747790440,52.46,747839280,79.67,747790440,41.1,747750660,25.65,0.26,,0.85,,,,,,747752640,747798060,80.17,747790440,51.97,747839280,80.17,747790440,42.69,747751320,747727200,8,747775200,111,,,4.85,39.4,-111.1383333,-6,America/Denver
56950,57462,FS-281996,86.37,736975380,52.43,737034600,86.37,736975380,51.4,736948320,46.73,0.56,,0.64,,,,,,736951980,737001360,86.87,736975380,51.95,737034600,86.87,736975380,50.91,736948320,736930800,11,736974540,240,,,2.82,32.98333333,-116.7333333,-7,America/Los_Angeles
56951,57463,FS-281997,84.28,736974000,52.42,737035320,84.28,736974000,49.14,736946880,49.85,0.64,,0.64,,,,,,736951980,737001420,84.78,736974000,51.93,737035320,84.78,736974000,48.65,736946880,736930800,11,736975440,238,,,3.54,33.13333333,-116.8666667,-7,America/Los_Angeles
57328,57841,FS-282375,77.78,751756020,14.01,751816800,77.78,751756020,17.67,751771920,27.24,0.36,,0.43,,,,,,751731240,751770600,78.28,751756020,22.49,751816800,78.28,751756020,25.49,751772040,751705200,4,751751940,59,,,12.59,34.51833333,-119.295,-7,America/Los_Angeles
57794,58323,FS-282858,76.73,751755780,38.84,751813140,76.73,751755780,54.77,751788000,20.19,0.18,,0.43,,,,,,751730700,751770060,77.23,751755780,41.32,751813320,77.23,751755780,54.28,751788000,751705200,5,751751460,29,40.34,751726620,15.36,34.08333333,-117.0383333,-7,America/Los_Angeles
57904,58435,FS-282970,90.35,746749200,56.01,746805180,90.35,746749200,61.67,746713200,43.97,0.34,clear-day,0.47,0,0,,0,,746717280,746764020,90.85,746749200,55.52,746805180,90.85,746749200,61.18,746713200,746694000,9,746740560,334,,,7.82,35.465,-118.76,-7,America/Los_Angeles
58590,59136,FS-283672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.94166667,-83.14,-4,America/New_York
58734,59284,FS-283820,98.82,743536680,73.24,743594400,98.82,743536680,76.28,743565600,72.25,0.76,,0.21,,,,,,743510640,743559900,92.66,743536380,71.63,743594400,92.66,743536380,74.5,743565600,743486400,11,743535240,209,,,3.93,29.2,-81.71666667,-4,America/New_York
61046,61662,FS-286306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.275,-113.8433333,-6,America/Denver
61142,61758,FS-286402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.73166667,-114.785,-7,America/Los_Angeles
61778,62402,FS-287046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.84,-117.0766667,-7,America/Creston
61976,62602,FS-287246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.85666667,-114.9383333,-7,America/Los_Angeles
62108,62736,FS-287380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.32333333,-114.5033333,-7,America/Los_Angeles
62109,62737,FS-287381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.43666667,-114.5,-7,America/Los_Angeles
62111,62739,FS-287383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.36,-114.5733333,-7,America/Los_Angeles
62205,62833,FS-287477,99.13,779150280,67.62,779200200,99.13,779150280,59.74,779115240,42.97,0.32,,0.16,,,,,,779113200,779159580,99.63,779150280,67.13,779200200,99.63,779150280,59.25,779115240,779090400,6,779136360,156,,,11.77,45.53333333,-101.9166667,-6,America/Denver
62286,62915,FS-287559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.85833333,-113.22,-6,America/Denver
62288,62917,FS-287561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.95166667,-113.2716667,-6,America/Denver
62296,62925,FS-287569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.90666667,-113.2066667,-6,America/Denver
62384,63014,FS-287658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.235,-110.3966667,-6,America/Denver
62402,63032,FS-287676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.04,-110.6233333,-6,America/Denver
62539,63175,FS-287820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.80833333,-115.3416667,-6,America/Denver
62582,63218,FS-287863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.90833333,-114.9283333,-6,America/Edmonton
62681,63317,FS-287962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.64166667,-115.7433333,-6,America/Denver
62698,63335,FS-287980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.78166667,-115.5883333,-6,America/Denver
62705,63342,FS-287987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.42833333,-116.1183333,-6,America/Denver
62721,63359,FS-288004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.86833333,-115.565,-6,America/Denver
62731,63369,FS-288014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.48,-116.0783333,-6,America/Denver
62733,63371,FS-288016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.575,-115.7783333,-6,America/Denver
62747,63385,FS-288030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.525,-115.78,-6,America/Denver
62858,63497,FS-288142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.43333333,-115.6666667,-6,America/Denver
62859,63498,FS-288143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.43333333,-115.7166667,-6,America/Denver
63019,63662,FS-288307,88.13,779065020,43.55,779115600,88.13,779065020,40.64,779028960,27.65,0.26,,0.13,,,,,,779028480,779075160,88.63,779065020,46.05,779115600,88.63,779065020,43.44,779029020,779004000,6,779054280,204,,,7.69,46.70666667,-109.4338889,-6,America/Denver
63501,64150,FS-288795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.28666667,-116.54,-6,America/Boise
63654,64303,FS-288948,82.55,775780920,41.39,775828740,82.55,775780920,46.89,775738380,55.19,0.9,,0.83,,,,,,775743780,775797120,81.9,775781100,42.16,775834800,81.9,775781100,46.29,775748100,775724400,9,775770420,34,,,2.27,46.295,-115.0833333,-7,America/Los_Angeles
63690,64339,FS-288984,75.52,778111200,35.54,778168500,75.52,778111200,36.32,778068000,46.71,0.76,,0.75,,,,,,778078680,778127340,76.02,778111200,35.05,778168500,76.02,778111200,39.02,778068000,778057200,8,778102920,28,,,2,46.22666667,-115.13,-7,America/Los_Angeles
64152,64807,FS-289453,96.4,773092440,58.9,773149620,96.4,773092440,64.67,773060280,38.4,0.23,partly-cloudy-day,0.79,0,0,,0,,773062560,773116440,96.9,773092440,58.41,773149620,96.9,773092440,64.18,773060280,773042400,9,773085480,247,,,10.72,40.05,-105.05,-6,America/Denver
64532,65194,FS-289840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.965,-107.475,-6,America/Denver
64588,65250,FS-289896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,-109.0866667,-6,America/Denver
65059,65723,FS-290369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.67333333,-107.41,-6,America/Denver
65089,65754,FS-290400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.25333333,-105.6733333,-6,America/Denver
65676,66347,FS-290993,84.48,775526280,59.19,775572180,84.48,775526280,54.79,775485540,54.1,0.59,rain,0.74,0.005,0.072,775512360,1,rain,775485360,775535640,84.98,775526280,58.7,775572180,84.98,775526280,54.3,775485540,775465200,10,775515900,242,,,4.33,34.94166667,-111.8916667,-7,America/Phoenix
65778,66455,FS-291101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.46333333,-108.9283333,-6,America/Denver
65936,66613,FS-291260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.50833333,-108.0416667,-6,America/Denver
66109,66788,FS-291435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.37333333,-108.435,-6,America/Denver
66362,67042,FS-291689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.98333333,-108.3116667,-6,America/Denver
66363,67043,FS-291690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.93166667,-108.2266667,-6,America/Denver
66365,67045,FS-291692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.98333333,-108.3283333,-6,America/Denver
66691,67376,FS-292023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.58166667,-105.2666667,-6,America/Denver
66724,67411,FS-292058,79.87,770676780,44.72,770728200,79.87,770676780,50.44,770643300,50.69,0.61,,0.84,,,,,,770644620,770695680,80.37,770676780,47.93,770729520,80.37,770676780,49.95,770643300,770623200,11,770670060,91,,,10.16,32.69666667,-105.755,-6,America/Denver
66758,67445,FS-292092,92.27,776290020,66.92,776349360,92.27,776290020,72.22,776264400,43.69,0.28,,0.03,,,,,,776262000,776310780,92.77,776290020,66.43,776349360,92.77,776290020,71.73,776264400,776239200,12,776286300,230,,,13.8,32.24666667,-104.8766667,-6,America/Denver
66778,67465,FS-292112,103.92,772830780,70.36,772889040,103.92,772830780,83.6,772866000,34.92,0.14,,0.7,,,,,,772804620,772855860,104.42,772830780,69.87,772889040,104.42,772830780,83.11,772866000,772783200,12,772830120,184,,,10.64,32.09833333,-104.825,-6,America/Denver
66793,67481,FS-292128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.95833333,-112.935,-7,America/Phoenix
66823,67511,FS-292158,98.29,772828200,63.37,772894200,98.29,772828200,65.13,772806960,41.54,0.24,,0.7,,,,,,772806060,772858020,98.79,772828200,62.88,772894200,98.79,772828200,64.64,772806960,772786800,9,772826220,174,,,7.29,34.28166667,-112.315,-7,America/Phoenix
66828,67516,FS-292163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.22333333,-112.2116667,-7,America/Phoenix
66889,67577,FS-292224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.24833333,-111.835,-7,America/Phoenix
67066,67758,FS-292405,113.37,772501680,82.32,772548300,113.37,772501680,81.18,772462560,48.29,0.2,clear-day,0.56,0,0,,0,,772460340,772512120,113.87,772501680,81.83,772548300,113.87,772501680,80.69,772462560,772441200,11,772486140,246,,,6.25,33.77166667,-111.6883333,-7,America/Phoenix
67067,67759,FS-292406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.16666667,-111.7883333,-7,America/Phoenix
67442,68135,FS-292782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.07166667,-111.3,-7,America/Phoenix
67589,68287,FS-292935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.77833333,-115.5616667,-6,America/Boise
67590,68288,FS-292936,90.16,775443360,61.05,775486260,90.16,775443360,60.97,775393800,45.68,0.33,cloudy,0.71,0,0,,0,,775398540,775451520,90.66,775443360,60.56,775486260,90.66,775443360,60.48,775393800,775375200,6,775424580,19,,,7.98,43.78166667,-115.73,-6,America/Boise
67597,68295,FS-292943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.90166667,-112.47,-6,America/Boise
67773,68473,FS-293121,79.44,778107300,28.91,778154640,79.44,778107300,36.06,778075980,37.68,0.52,,0.75,,,,,,778077780,778126020,79.94,778107300,35.78,778154760,79.94,778107300,37.8,778075920,778053600,8,778101780,226,,,6.5,43.67,-110.6583333,-6,America/Boise
67810,68510,FS-293158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.88333333,-111.265,-6,America/Boise
67894,68595,FS-293243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.025,-114.9383333,-7,America/Los_Angeles
68148,68863,FS-293513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.71666667,-115.5166667,-7,America/Los_Angeles
68155,68870,FS-293520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.88333333,-115.6666667,-7,America/Los_Angeles
68230,68948,FS-293599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.43333333,-109.0833333,-6,America/Denver
68552,69275,FS-293926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.41666667,-114.8833333,-7,America/Los_Angeles
68570,69293,FS-293944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.29,-115.42,-7,America/Los_Angeles
68572,69295,FS-293946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.27666667,-115.44,-7,America/Los_Angeles
68625,69351,FS-294002,86.76,776473080,40.67,776519880,86.76,776473080,45.8,776435400,35.43,0.37,,0.1,,,,,,776435580,776487300,87.26,776473080,40.18,776519880,87.26,776473080,45.31,776435400,776412000,9,776461140,321,,,3.76,45.165,-114.25,-6,America/Denver
68736,69467,FS-294118,89.39,775530000,,,89.49,775530540,55.33,775486800,46.96,0.36,,0.74,,,,,,775484940,775537320,89.89,775530000,,,89.99,775530540,54.84,775486800,775461600,5,775508400,115,,,12.1,42.30888889,-114.47,-6,America/Boise
68836,69568,FS-294219,75.72,778543380,39.58,778596780,75.72,778543380,30.43,778510080,34.94,0.55,,0.9,,,,,,778510260,778557600,76.22,778543380,40.82,778596660,76.22,778543380,33.95,778510020,778485600,8,778533780,265,,,6.45,43.43833333,-111.1233333,-6,America/Boise
69111,69850,FS-294505,83.17,779231340,61.1,779288640,83.17,779231340,66.01,779183520,36.89,0.26,,0.2,,,,,,779202240,779247900,83.67,779231340,60.61,779288640,83.67,779231340,65.52,779183520,779176800,8,779224920,181,,,13.53,40.075,-111.575,-6,America/Denver
69180,69921,FS-294576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.83333333,-111.4333333,-6,America/Denver
69306,70048,FS-294703,90.24,772574340,56.58,772635780,90.24,772574340,54.43,772541520,44.98,0.4,,0.6,,,,,,772548060,772600080,90.74,772574340,56.09,772635780,90.74,772574340,53.94,772541520,772527600,12,772574040,259,,,6.26,34.41666667,-117.635,-7,America/Los_Angeles
69336,70078,FS-294733,92.93,772581540,56.47,772635780,92.93,772581540,58.29,772550700,39.32,0.29,,0.6,,,,,,772548180,772600200,93.43,772581540,55.98,772635780,93.43,772581540,57.8,772550700,772527600,12,772574160,238,,,8.82,34.44333333,-118.08,-7,America/Los_Angeles
69355,70097,FS-294752,85.6,781656840,52.57,781710360,85.6,781656840,52.54,781624680,35.86,0.33,,0.15,,,,,,781624440,781666140,86.1,781656840,52.08,781710360,86.1,781656840,52.05,781624680,781599600,6,781645320,62,,,6.95,34.45666667,-118.33,-7,America/Los_Angeles
69642,70384,FS-295039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.72333333,-123.545,-7,America/Los_Angeles
69645,70387,FS-295042,40.86,774802920,31.24,774877440,40.86,774802920,29.55,774797520,40.37,1,,0.48,,,,,,774795600,774848700,46.7,774817500,37.48,774876000,46.7,774817500,35.59,774774000,774774000,5,774820080,189,,,8.3,41.66666667,-123.6633333,-7,America/Los_Angeles
69952,70698,FS-295353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.88,-122.795,-7,America/Los_Angeles
70326,71081,FS-295736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00694444,-120.145,-7,America/Los_Angeles
70414,71169,FS-295824,100.04,776814420,71.44,776872260,100.04,776814420,73.09,776782260,61.38,0.48,,0.25,,,,,,776783580,776832000,98.98,776814420,70.24,776872320,98.98,776814420,72.57,776782320,776761200,8,776806260,245,,,3.98,33.56,-117.5566667,-7,America/Los_Angeles
70586,71347,FS-296003,93.88,776210580,61.51,776260980,93.88,776210580,61.63,776172840,49.49,0.45,,0.99,,,,,,776178240,776227380,94.38,776210580,61.03,776260980,94.38,776210580,59.72,776173080,776156400,10,776202780,56,,,6.79,33.55833333,-116.57,-7,America/Los_Angeles
70664,71425,FS-296081,95.69,772765080,66.28,772804800,95.69,772765080,64.33,772720200,55.64,0.41,clear-day,0.67,0,0,,0,,772720980,772773300,95.75,772765200,65.79,772806600,95.75,772765200,63.84,772720200,772700400,10,772747140,282,,,7.21,35.50333333,-118.7033333,-7,America/Los_Angeles
71109,71875,FS-296531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.06666667,-120.35,-7,America/Los_Angeles
71277,72043,FS-296699,83.81,776643420,54.3,776702280,83.81,776643420,52.02,776617020,40.26,0.35,clear-day,0.17,0,0,,0,,776610660,776660580,84.31,776643420,53.81,776702280,84.31,776643420,51.53,776617020,776588400,9,776635560,220,,,8.66,39.38166667,-120.0816667,-7,America/Los_Angeles
71301,72067,FS-296723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8175,-121.7636111,-7,America/Los_Angeles
71772,72541,FS-297197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.74166667,-118.705,-7,America/Los_Angeles
71809,72578,FS-297234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.705,-118.6333333,-7,America/Los_Angeles
72074,72846,FS-297503,98.4,775097580,66.91,775142880,98.4,775097580,56.99,775053300,48.96,0.51,,0.58,,,,,,775052520,775108020,98.9,775097580,66.42,775142880,98.9,775097580,56.08,775053300,775033200,,,356,,,0.88,48.64333333,-119.25,-7,America/Los_Angeles
72124,72897,FS-297554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.35833333,-120.545,-7,America/Los_Angeles
72181,72954,FS-297611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.665,-120.3766667,-7,America/Los_Angeles
72501,73288,FS-297946,92.58,775183200,64.23,775223700,92.58,775183200,65.36,775141200,48.65,0.38,rain,0.61,0.0009,0.0394,775119600,1,rain,775139040,775193400,93.08,775183200,63.74,775223700,93.08,775183200,64.87,775141200,775119600,9,775166160,279,,,7.02,46.25833333,-117.3083333,-7,America/Los_Angeles
72909,73705,FS-298363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.74333333,-116.77,-7,America/Los_Angeles
72929,73727,FS-298386,75.85,780449820,26.77,780499800,75.85,780449820,26.81,780412860,29.34,0.51,,0.66,,,,,,780414060,780457560,76.35,780449820,26.28,780499800,76.35,780449820,26.32,780412860,780390000,5,780436800,290,,,3.18,45.42,-117.5516667,-7,America/Los_Angeles
73124,73926,FS-298585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.79,-120.805,-7,America/Los_Angeles
73423,74240,FS-298899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.63833333,-121.5933333,-7,America/Los_Angeles
73903,74735,FS-299395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.96666667,-82.89166667,-5,America/New_York
75352,76234,FS-300913,92.28,770680800,,,92.28,770680800,64.41,770648400,21.61,0.11,,0.84,,,,,,770645880,770696580,92.78,770680800,,,92.78,770680800,63.92,770648400,770626800,11,770667180,256,,,9.15,31.39666667,-110.26,-7,America/Hermosillo
76617,77505,FS-302267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.535,-109.0533333,-6,America/Denver
76626,77514,FS-302276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.445,-109.28,-7,America/Phoenix
76950,77840,FS-302602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.71666667,-107.4433333,-6,America/Denver
77025,77915,FS-302677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.33333333,-111.6666667,-7,America/Phoenix
77674,78568,FS-303330,71.04,805855140,58.06,805892880,71.04,805855140,59.98,805799880,57.75,0.78,cloudy,0.64,0,0,,0,,805811280,805861980,71.54,805855140,56.34,805881960,71.54,805855140,59.18,805801080,805791600,5,805836600,156,,,7.16,32.42833333,-110.81,-7,America/Phoenix
77716,78610,FS-303372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.46666667,-107.945,-6,America/Denver
77775,78669,FS-303431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.41166667,-108.6066667,-6,America/Denver
77914,78808,FS-303570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.95833333,-108.2733333,-6,America/Denver
77915,78809,FS-303571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.97333333,-108.3066667,-6,America/Denver
77930,78824,FS-303586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.105,-108.4216667,-6,America/Denver
78402,79297,FS-304059,96.39,804815580,72.44,804861600,96.39,804815580,71.09,804775500,32.13,0.15,clear-day,0.19,0,0,,0,,804774120,804825720,96.89,804815580,71.95,804861600,96.89,804815580,70.6,804775500,804754800,11,804799860,224,,,5.88,33.76666667,-111.7,-7,America/Phoenix
78449,79344,FS-304106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.515,-110.8666667,-7,America/Phoenix
78454,79349,FS-304111,,,,,,,,,,,,0.92,,,,,,806589180,806639520,,,,,,,,,806569200,11,806614320,255,,,6.47,33.31694444,-111.2672222,-7,America/Phoenix
78520,79415,FS-304177,,,,,,,,,,,,0.42,,,,,,802786620,802838160,,,,,,,,,802767600,11,802812300,235,,,6.47,33.39777778,-111.4366667,-7,America/Phoenix
78764,79660,FS-304422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.76277778,-110.7811111,-7,America/Phoenix
78864,79760,FS-304522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.655,-115.4983333,-6,America/Boise
79500,80404,FS-305167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.11833333,-114.7133333,-7,America/Los_Angeles
79623,80530,FS-305293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.06361111,-114.1363889,-6,America/Denver
79850,80757,FS-305520,81.12,810240540,56.4,810308340,81.12,810240540,59.97,810219420,53.53,0.6,,0.35,,,,,,810219540,810266220,81.62,810240540,55.91,810308340,81.62,810240540,59.48,810219420,810194400,8,810240600,343,,,8.24,40.125,-111.8116667,-6,America/Denver
79897,80805,FS-305568,91.41,808609680,62.74,808664520,91.41,808609680,65.33,808577880,46.5,0.34,,0.72,,,,,,808576740,808626480,91.91,808609680,62.25,808664520,91.91,808609680,64.84,808577880,808552800,9,808602900,156,34.61,808621440,13.33,41.43666667,-112.02,-6,America/Denver
80101,81010,FS-305773,80.64,812930760,49.83,812986260,80.64,812930760,50.98,812898840,29.1,0.28,,0.41,,,,,,812901120,812943240,81.14,812930760,49.34,812986260,81.14,812930760,50.49,812898840,812876400,7,812922840,76,,,8.39,34.45666667,-118.3483333,-7,America/Los_Angeles
80159,81068,FS-305831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.335,-116.715,-7,America/Los_Angeles
80347,81256,FS-306019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.63666667,-123.6016667,-7,America/Los_Angeles
80740,81655,FS-306418,90.82,807659220,50.93,807712320,90.82,807659220,51.73,807628200,50.16,0.61,,0.33,,,,,,807627840,807677280,91.32,807659220,50.18,807712320,91.32,807659220,51.24,807628680,807606000,11,807652500,291,,,5.84,34.28666667,-117.145,-7,America/Los_Angeles
80840,81756,FS-306519,90.24,806792400,57.37,806846400,90.24,806792400,53.58,806758500,55,0.69,,0.99,,,,,,806763420,806813880,90.74,806792400,56.83,806846400,90.74,806792400,51.59,806757960,806742000,10,806788620,264,,,5.53,34.37333333,-117.4783333,-7,America/Los_Angeles
80899,81819,FS-306582,89.38,813618060,44.13,813671760,89.38,813618060,41.52,813583500,41.24,0.53,,0.67,,,,,,813592320,813633480,89.88,813618060,44.89,813671640,89.88,813618060,41.57,813584700,813567600,6,813612900,90,,,9.03,33.99666667,-116.9183333,-7,America/Los_Angeles
80939,81861,FS-306624,91.9,812067660,56.14,812116140,91.9,812067660,57.34,812028900,54.91,0.58,,0.05,,,,,,812036340,812079720,92.4,812067660,55.49,812116080,92.4,812067660,56.59,812028900,812012400,6,812062560,292,,,7.49,33.925,-116.7966667,-7,America/Los_Angeles
81005,81930,FS-306693,90.36,806025300,63.64,806064780,90.36,806025300,60.02,805985700,55.54,0.51,partly-cloudy-day,0.71,0,0,,0,,805985640,806037060,90.86,806025300,62.65,806064960,90.86,806025300,59.53,805985700,805964400,6,806014740,315,,,7.06,35.48,-118.7483333,-7,America/Los_Angeles
81601,82529,FS-307292,78.6,811281900,34.05,811341900,78.6,811281900,52.62,811317600,35.82,0.33,,0.76,,,,,,811259100,811304040,79.1,811281900,37.98,811342200,79.1,811281900,52.13,811317600,811234800,7,811279920,184,,,8.9,42.36472222,-120.8158333,-7,America/Los_Angeles
81923,82852,FS-307615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.45611111,-120.5147222,-7,America/Los_Angeles
82528,83468,FS-308231,91.04,806970900,49.9,807025080,91.04,806970900,50.49,806934900,47.92,0.47,,0.05,,,,,,806936160,806988720,91.54,806970900,49.41,807025080,91.54,806970900,50,806934900,806914800,9,806962320,178,,,7.17,42.41166667,-121.5416667,-7,America/Los_Angeles
82649,83589,FS-308352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.86916667,-85.42333333,-5,America/Chicago
82842,83782,FS-308545,77.27,796939200,52.26,796989600,77.27,796939200,38.74,796908420,28.38,0.34,partly-cloudy-day,0.12,0,0,,0,,796907880,796953540,77.77,796939200,51.77,796989600,77.77,796939200,43.77,796900800,796881600,7,796932300,210,,,10.07,37.38333333,-83.57166667,-4,America/New_York
83238,84179,FS-308942,54.45,791929800,33.76,791981880,54.45,791929800,34.33,791960400,22.07,0.4,,0.18,,,,,,791902080,791940900,54.95,791929800,33.84,791960400,54.95,791929800,33.84,791960400,791877600,0,791877600,318,,,7.62,31.09,-89.13,-6,America/Chicago
83640,84590,FS-309354,83.66,795646800,60.77,795704220,83.66,795646800,47.62,795617160,48.45,0.57,clear-day,0.61,0,0,,0,,795615900,795659400,84.16,795646800,60.28,795704220,84.16,795646800,47.8,795616680,795592800,7,795637560,200,,,8.6,35.61666667,-94.5,-6,America/Chicago
84283,85238,FS-310023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.91861111,-91.22944444,-6,America/Chicago
84418,85373,FS-310158,48.32,803653380,42.93,803721600,51.98,803631840,40.53,803647140,42.33,0.81,,0.79,,,,,,803642640,803700420,50.53,803663460,42.44,803721600,52.44,803631660,44.59,803649480,803624400,,,73,,,7.33,47.98666667,-90.61833333,-5,America/Chicago
84420,85375,FS-310160,50.29,803663760,43.19,803721600,52.24,803631840,40.7,803669220,42.33,0.8,,0.79,,,,,,803642640,803700360,50.79,803663460,42.7,803721600,52.7,803631660,44.85,803649480,803624400,,,73,,,7.33,47.93666667,-90.50166667,-5,America/Chicago
