OBJECTID,FOD_ID,FPA_ID,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,dewpoint,humidity,icon,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,time,uvIndex,uvIndexTime,windBearing,windGust,windGustTime,windSpeed,latitude_print,longitude_print,offset_print,timezone_print
38565,38756,FS-1480693,63.17,1251576480,37.23,1251639660,63.17,1251576480,45.68,1251553140,47.49,0.8,rain,0.33,0.0035,0.0276,1251598320,0.85,rain,1251551400,1251599700,63.67,1251576480,36.74,1251639660,63.67,1251576480,45.19,1251553140,1251529200,8,1251575520,332,15.04,1251585660,3.14,45.40416667,-117.5719444,-7,America/Los_Angeles
38601,38792,FS-1480734,82.73,1251493320,66.03,1251551100,82.73,1251493320,65.33,1251465420,47.47,0.4,clear-day,0.3,0,0,,0,,1251465840,1251514320,83.23,1251493320,65.54,1251551100,83.23,1251493320,64.84,1251465420,1251442800,7,1251489600,286,19.38,1251500220,4.72,45.68,-121.4088889,-7,America/Los_Angeles
38787,38978,FS-1480964,83.75,1248373080,58.95,1248418140,83.75,1248373080,51.39,1248352620,50.29,0.62,rain,0.08,0.0027,0.0373,1248382980,0.93,rain,1248352200,1248403260,84.25,1248373080,58.46,1248418140,84.25,1248373080,50.9,1248352620,1248332400,7,1248368400,214,15.6,1248383940,2.86,35.93805556,-112.0752778,-7,America/Phoenix
38797,38988,FS-1480976,84.04,1248373320,60.2,1248416520,84.04,1248373320,53.49,1248352740,49.66,0.58,rain,0.08,0.0038,0.0326,1248384300,0.83,rain,1248352260,1248403260,84.54,1248373320,59.71,1248416520,84.54,1248373320,53,1248352740,1248332400,7,1248368400,219,16.96,1248386160,3.33,35.88055556,-112.065,-7,America/Phoenix
38803,38994,FS-1480982,89.15,1248807360,53.31,1248871920,89.15,1248807360,58.32,1248787500,44.98,0.4,rain,0.26,0.0033,0.0341,1248836400,0.44,rain,1248784440,1248835020,89.65,1248807360,52.82,1248871920,89.65,1248807360,57.83,1248787500,1248764400,11,1248806400,235,20.37,1248830340,3.5,35.84527778,-111.8591667,-7,America/Phoenix
39287,39480,FS-1481562,77.22,1237924680,54.9,1237969260,77.22,1237924680,56.25,1237885320,54.95,0.72,clear-day,0.95,0,0.0002,1237899600,0.02,,1237894800,1237938900,77.72,1237924680,54.41,1237969260,77.72,1237924680,55.76,1237885320,1237867200,9,1237916820,129,19.17,1237928280,4.69,29.96611111,-84.97916667,-4,America/New_York
39317,39510,FS-1481597,77.75,1246737600,57.96,1246795260,77.75,1246737600,54.75,1246711320,53.96,0.68,,0.43,0.0022,0.0369,1246748460,0.16,rain,1246709940,1246761780,78.25,1246737600,57.47,1246795260,78.25,1246737600,54.26,1246711320,1246690800,0,1246690800,291,9.84,1246747020,1.96,34.49888889,-111.355,-7,America/Phoenix
39506,39700,FS-1481811,85.75,1248565980,57.64,1248613080,85.75,1248565980,53.42,1248523500,42.43,0.39,clear-day,0.16,0,0,,0,,1248525420,1248579000,86.25,1248565980,57.15,1248613080,86.25,1248565980,52.93,1248523500,1248505200,10,1248552120,341,17.77,1248576000,4.75,44.31,-118.92,-7,America/Los_Angeles
39723,39917,FS-1482063,85.83,1251939300,42.24,1251984120,85.83,1251939300,48.91,1251907140,48.82,0.57,rain,0.45,0.0014,0.0223,1251874980,0.83,rain,1251896520,1251944580,86.33,1251939300,41.75,1251984120,86.33,1251939300,48.42,1251907140,1251871200,0,1251871200,226,16.71,1251874740,3.14,48.615,-115.4238889,-6,America/Denver
39853,40048,FS-1482207,86.74,1246572300,61.14,1246626540,86.74,1246572300,60.16,1246533420,39.98,0.32,clear-day,0.37,0,0,,0,,1246535700,1246587960,87.24,1246572300,60.65,1246626540,87.24,1246572300,59.67,1246533420,1246514400,11,1246559100,188,22.68,1246573380,6.08,35.73,-106.3488889,-6,America/Denver
39936,40131,FS-1482307,77.6,1248209940,51.12,1248267360,77.6,1248209940,51.7,1248183300,39.53,0.43,rain,0,0.0005,0.0035,1248220560,0.34,rain,1248180780,1248232080,78.1,1248209940,50.63,1248267360,78.1,1248209940,51.21,1248183300,1248159600,,,116,16.36,1248217380,3.04,36.15361111,-118.2247222,-7,America/Los_Angeles
39940,40135,FS-1482311,74.67,1246401780,47.73,1246447620,74.67,1246401780,52.2,1246361460,38.52,0.45,rain,0.31,0.0013,0.0094,1246410240,0.9,rain,1246365660,1246418160,75.17,1246401780,47.24,1246447620,75.17,1246401780,51.71,1246361460,1246345200,,,75,16.36,1246400700,3.11,36.13361111,-118.2988889,-7,America/Los_Angeles
39978,40173,FS-1482360,85.47,1248300000,54.66,1248356460,85.47,1248300000,57.25,1248268320,44.48,0.44,rain,0.04,0.0003,0.0058,1248300000,0.29,rain,1248265740,1248317100,85.97,1248300000,54.17,1248356460,85.97,1248300000,56.76,1248268320,1248242400,0,1248242400,157,11.48,1248300060,1.55,36.59444444,-112.3663889,-6,America/Denver
40249,40445,FS-1482669,79.86,1250896080,52.47,1250946060,79.86,1250896080,56.28,1250866140,30.21,0.28,,0.07,0,0,,0,,1250861400,1250910300,80.36,1250896080,51.98,1250946060,80.36,1250896080,55.79,1250866140,1250838000,0,1250838000,168,14.19,1250899080,2.49,41.55194444,-123.1669444,-7,America/Los_Angeles
40381,40578,FS-1482822,92.21,1248380820,76.25,1248395520,92.21,1248380820,72.67,1248346500,71.3,0.81,clear-day,0.08,0.0022,0.0116,1248389940,0.21,rain,1248343980,1248394680,85.84,1248372480,74.74,1248395460,85.84,1248372480,70.97,1248346500,1248321600,9,1248368880,231,17.33,1248392520,2.97,34.75,-76.95,-4,America/New_York
40430,40627,FS-1482888,56.7,1254087000,29.28,1254139500,57.13,1254036300,37.42,1254114000,31.56,0.48,wind,0.31,0.0001,0.0021,1254078000,0.21,rain,1254055500,1254098340,57.2,1254087000,36.52,1254139500,57.63,1254036300,43.19,1254114000,1254031200,5,1254076860,303,52.66,1254079260,21.16,45.76916667,-102.4183333,-6,America/Denver
40444,40641,FS-1482905,80.01,1248376920,58.66,1248437040,80.01,1248376920,53.11,1248355380,51.96,0.66,rain,0.08,0.0055,0.0298,1248400560,0.77,rain,1248352260,1248402960,80.51,1248376920,58.17,1248437040,80.51,1248376920,52.62,1248355380,1248332400,11,1248374760,170,16.65,1248407640,2.58,34.84666667,-111.4602778,-7,America/Phoenix
40501,40698,FS-1482965,86.96,1249252500,57.33,1249302240,86.96,1249252500,55.96,1249216800,28.81,0.22,clear-day,0.41,0,0,,0,,1249215660,1249266180,87.46,1249252500,56.84,1249302240,87.46,1249252500,55.47,1249216800,1249192800,11,1249240800,270,22.37,1249247160,3.33,37.62972222,-108.6636111,-6,America/Denver
40526,40723,FS-1482991,58.18,1254088320,25.67,1254139260,58.18,1254088320,30.6,1254059460,9.73,0.24,clear-day,0.31,0.0005,0.0037,1254113940,0.12,rain,1254057360,1254100260,58.68,1254088320,31,1254130680,58.68,1254088320,35.68,1254057720,1254031200,6,1254078660,304,20.85,1254081540,7.94,43.63333333,-110.2975,-6,America/Denver
40695,40893,FS-1483183,77.67,1248994800,50.45,1249023900,77.67,1248994800,33.01,1248958920,39.22,0.65,rain,0.32,0.0004,0.0011,1248959100,0.3,rain,1248955860,1249009860,78.17,1248994800,49.96,1249023900,78.17,1248994800,32.52,1248958920,1248933600,,,331,14.26,1249002060,2.57,47.41833333,-113.3180556,-6,America/Denver
40816,41015,FS-1483328,75.2,1252008180,37.21,1252070640,75.2,1252008180,37.35,1251981540,38.25,0.52,fog,0.48,0,0,,0,,1251983100,1252030500,75.7,1252008180,36.72,1252070640,75.7,1252008180,37.29,1251982200,1251961200,0,1251961200,219,20.94,1252015260,4.75,45.60083333,-114.9166667,-7,America/Los_Angeles
40890,41089,FS-1483421,66.69,1250198820,39.35,1250248260,66.69,1250198820,42.82,1250168040,39.67,0.62,rain,0.76,0.0009,0.019,1250208000,0.48,rain,1250166780,1250217960,67.19,1250198820,41.68,1250244360,67.19,1250198820,43.84,1250167320,1250143200,0,1250143200,242,24.56,1250207880,7.07,45.62388889,-113.3169444,-6,America/Denver
40900,41099,FS-1483431,85.85,1240354620,55.27,1240405680,85.85,1240354620,40.13,1240317240,8.92,0.12,clear-day,0.9,0,0,,0,,1240318080,1240365420,86.35,1240354620,54.78,1240405680,86.35,1240354620,42.81,1240317240,1240297200,11,1240341720,182,21.02,1240377000,7.59,31.72305556,-110.7663889,-7,America/Phoenix
41081,41281,FS-1483634,76.12,1252004400,46.06,1252071900,76.12,1252004400,50.81,1251987420,41.19,0.5,rain,0.48,0.0014,0.0207,1252019040,0.89,rain,1251983040,1252029360,76.62,1252004400,45.57,1252071900,76.62,1252004400,50.32,1251987420,1251957600,0,1251957600,3,15.37,1252023540,1.09,36.66416667,-112.2502778,-6,America/Denver
41088,41288,FS-1483643,80.7,1248656460,57.31,1248697920,80.7,1248656460,58.37,1248609600,52,0.54,rain,0.19,0.0027,0.0302,1248652740,0.3,rain,1248611580,1248662280,81.2,1248656460,56.82,1248697920,81.2,1248656460,57.88,1248609600,1248591600,10,1248636600,271,13.89,1248642000,4.08,35.51055556,-111.8883333,-7,America/Phoenix
41095,41295,FS-1483650,70.85,1247423520,44,1247485440,70.85,1247423520,47.09,1247402640,49.21,0.71,rain,0.67,0.0028,0.0326,1247461200,1,rain,1247399640,1247455440,71.35,1247423520,48.3,1247485920,71.35,1247423520,46.6,1247402640,1247378400,5,1247436000,171,21.55,1247461200,4.23,46.28805556,-112.9630556,-6,America/Denver
41132,41332,FS-1483689,83.87,1247525700,59.97,1247575800,83.87,1247525700,64.21,1247489040,44.56,0.36,,0.71,0.0016,0.0217,1247540280,0.19,rain,1247487720,1247539080,84.37,1247525700,59.48,1247575800,84.37,1247525700,63.72,1247489040,1247468400,0,1247468400,247,15.99,1247530680,3.52,34.48222222,-110.8,-7,America/Phoenix
41157,41357,FS-1483716,78.36,1249596480,58.47,1249648320,78.36,1249596480,60.79,1249562820,47.5,0.48,,0.54,0.0006,0.0141,1249542000,0.15,rain,1249562340,1249611720,78.86,1249596480,57.98,1249648320,78.86,1249596480,60.3,1249562820,1249542000,0,1249542000,194,22.56,1249602120,6.78,34.46166667,-110.8147222,-7,America/Phoenix
41168,41368,FS-1483727,72.87,1249681080,51.56,1249734000,72.87,1249681080,56.14,1249647420,25.06,0.24,,0.57,0,0,,0,,1249648860,1249698060,73.37,1249681080,51.07,1249734000,73.37,1249681080,55.65,1249647420,1249628400,0,1249628400,204,27.73,1249679340,8.21,34.41944444,-110.9672222,-7,America/Phoenix
41185,41385,FS-1483744,72.35,1254958920,50.32,1255013160,72.35,1254958920,45.87,1254925320,32.92,0.4,clear-day,0.63,0,0,,0,,1254925140,1254966420,72.85,1254958920,49.83,1255013160,72.85,1254958920,45.79,1254927000,1254898800,5,1254945720,28,10.72,1254964260,3.63,41.19416667,-123.6291667,-7,America/Los_Angeles
41230,41432,FS-1483798,54.95,1252015500,42.29,1252047960,55.07,1251961200,43.13,1251992280,40.75,0.73,rain,0.48,0.0048,0.0372,1251979140,0.96,rain,1251984600,1252032120,55.45,1252015500,41.8,1252047960,55.57,1251961200,42.95,1252044000,1251961200,0,1251961200,228,10.7,1251990000,3.11,46.62916667,-121.3366667,-7,America/Los_Angeles
41233,41435,FS-1483801,72.21,1248904020,54.11,1248957240,72.21,1248904020,54.91,1248871020,51.57,0.65,,0.29,0.0002,0.0024,1248907320,0.04,rain,1248871440,1248925260,72.71,1248904020,53.62,1248957240,72.71,1248904020,54.42,1248871020,1248850800,,,56,12.07,1248908640,3.61,46.50527778,-121.2338889,-7,America/Los_Angeles
41271,41474,FS-1483843,78.77,1248897420,52.42,1248936060,78.77,1248897420,52.92,1248912120,43.18,0.55,rain,0.29,0.0063,0.0454,1248908340,0.91,rain,1248870120,1248921120,79.27,1248897420,51.93,1248936060,79.27,1248897420,52.43,1248912120,1248847200,0,1248847200,265,28.52,1248905280,4.99,37.79305556,-109.9111111,-6,America/Denver
41281,41484,FS-1483853,67.64,1252533600,40.08,1252591200,67.64,1252533600,36.03,1252496220,24.57,0.39,,0.68,0,0,,0,,1252501680,1252548000,68.14,1252533600,39.59,1252591200,68.14,1252533600,35.54,1252496220,1252476000,0,1252476000,228,10.31,1252530000,2.52,46.23555556,-113.8838889,-6,America/Denver
41288,41491,FS-1483860,55.6,1254691920,25.65,1254752640,55.6,1254691920,35.39,1254649320,24.42,0.47,,0.53,0,0,,0,,1254665220,1254706560,56.1,1254691920,25.16,1254752640,56.1,1254691920,38.23,1254666060,1254639600,0,1254639600,25,15.41,1254650400,4.14,47.9225,-120.4177778,-7,America/Los_Angeles
41394,41598,FS-1483995,82.48,1250464080,50.12,1250515920,82.48,1250464080,49.87,1250427180,26.89,0.24,clear-day,0.87,0,0,,0,,1250427000,1250475360,82.98,1250464080,49.63,1250515920,82.98,1250464080,49.38,1250427180,1250406000,11,1250451120,224,19.02,1250456640,4.6,35.00444444,-111.9333333,-7,America/Phoenix
41417,41621,FS-1484021,82.48,1248118320,55.21,1248179460,82.48,1248118320,61.38,1248149700,53.1,0.6,rain,0.96,0.0103,0.1259,1248127380,0.75,rain,1248092940,1248143880,82.98,1248118320,54.72,1248179460,82.98,1248118320,60.89,1248149760,1248073200,12,1248116160,271,12.54,1248123720,2.32,34.68444444,-111.4813889,-7,America/Phoenix
41419,41623,FS-1484025,72.13,1254002580,40.76,1254059880,72.13,1254002580,50.17,1253970720,36.36,0.43,clear-day,0.28,0.0001,0.0008,1254013500,0.08,rain,1253972160,1254015180,72.63,1254002580,40.27,1254059880,72.63,1254002580,49.68,1253970720,1253944800,5,1253993640,253,18.11,1254016260,4.6,47.19333333,-115.5963889,-6,America/Denver
41441,41646,FS-1484056,104.69,1251413520,75.95,1251456660,104.69,1251413520,72.51,1251366300,31.15,0.14,clear-day,0.27,0,0,,0,,1251379200,1251426060,105.19,1251413520,75.46,1251456660,105.19,1251413520,72.02,1251366300,1251356400,10,1251402600,266,15.96,1251420960,3.06,33.73611111,-116.8180556,-7,America/Los_Angeles
41518,41724,FS-1484145,78.62,1251916560,59.84,1251984120,78.62,1251916560,57.22,1251886200,48.11,0.55,rain,0.45,0.0033,0.0173,1251921960,0.3,rain,1251896460,1251942720,79.12,1251916560,59.35,1251984120,79.12,1251916560,56.73,1251886200,1251874800,10,1251918300,22,12.16,1251921780,1.57,34.61333333,-111.3875,-7,America/Phoenix
41597,41807,FS-1484231,79.11,1247010420,57.99,1247057880,79.11,1247010420,57.26,1246971120,48.23,0.49,,0.52,0,0,,0,,1246969200,1247020920,79.61,1247010420,57.5,1247057880,79.61,1247010420,56.77,1246971120,1246950000,0,1246950000,225,17.26,1247000940,3.57,34.48472222,-111.2338889,-7,America/Phoenix
41601,41811,FS-1484235,68.82,1243370940,45.71,1243425540,68.82,1243370940,44.78,1243338540,36.62,0.51,rain,0.1,0.0041,0.0742,1243389600,0.67,rain,1243340220,1243391400,69.32,1243370940,45.22,1243425540,69.32,1243370940,44.29,1243338540,1243321200,0,1243321200,302,12.72,1243368000,2.46,34.49083333,-111.1680556,-7,America/Phoenix
41619,41829,FS-1484254,70.89,1243806480,41.78,1243861500,70.89,1243806480,43.63,1243773180,38.69,0.55,rain,0.29,0.0023,0.0387,1243807200,0.35,rain,1243772160,1243823640,71.39,1243806480,41.29,1243861500,71.39,1243806480,43.14,1243773180,1243753200,0,1243753200,246,12.39,1243817880,1.23,34.41,-111.4180556,-7,America/Phoenix
41719,41929,FS-1484381,88.45,1247339640,51.37,1247398620,88.45,1247339640,54.65,1247361000,42.2,0.4,rain,0.64,0.0031,0.0403,1247363220,0.98,rain,1247313600,1247366520,88.95,1247339640,50.88,1247398620,88.95,1247339640,54.16,1247361000,1247292000,12,1247339940,239,31.03,1247362800,4.72,38.73888889,-108.5755556,-6,America/Denver
41761,41971,FS-1484452,98.03,1251670740,67.01,1251726600,98.03,1251670740,69.79,1251639240,33.45,0.18,clear-day,0.36,0,0,,0,,1251638520,1251685080,98.53,1251670740,66.52,1251726600,98.53,1251670740,69.3,1251639240,1251615600,9,1251661740,268,14.35,1251666540,3.45,34.05027778,-117.01,-7,America/Los_Angeles
41838,42048,FS-1484801,73.04,1248994920,51.6,1249044960,73.04,1248994920,52.79,1248958080,37.64,0.44,rain,0.32,0.0005,0.0045,1248969840,0.55,rain,1248956880,1249007940,73.54,1248994920,51.11,1249044960,73.54,1248994920,52.3,1248958080,1248933600,0,1248933600,281,28.47,1249004100,6.66,38.54111111,-111.4663889,-6,America/Denver
43460,43686,FS-258131,72.9,719614620,42.12,719665200,72.9,719614620,33.41,719569800,28.24,0.43,clear-day,0.82,0,0,,0,,719586960,719625780,73.4,719614620,42.9,719654580,73.4,719614620,36.48,719582160,719560800,3,719605620,203,,,5.13,43.97666667,-103.4066667,-6,America/Denver
43524,43753,FS-258282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.60833333,-105.31,-7,America/Denver
44486,44730,FS-260345,88.74,709338900,56.54,709383600,88.74,709338900,57.45,709303740,55.74,0.66,,0.78,,,,,,709301640,709353120,89.24,709338900,56.05,709383600,89.24,709338900,56.91,709303740,709282800,0,709282800,156,,,3.55,32.58333333,-109.8233333,-7,America/Phoenix
44510,44754,FS-260396,101.1,709076640,79.19,709128180,101.1,709076640,70.03,709044780,23.82,0.1,cloudy,0.68,0,0,,0,,709042680,709094100,101.6,709076640,78.7,709128180,101.6,709076640,69.54,709044780,709023600,5,709068360,238,,,5.57,32.42666667,-110.915,-7,America/Phoenix
44553,44797,FS-260492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.39166667,-108.225,-6,America/Denver
44678,44935,FS-260748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.36666667,-108.5666667,-6,America/Denver
45391,45657,FS-262157,91.53,708310200,61,708351600,91.53,708310200,61.05,708266940,44.62,0.35,partly-cloudy-day,0.4,0,0,,0,,708264180,708319560,92.03,708310200,60.51,708351600,92.03,708310200,60.56,708266940,708242400,9,708293280,158,,,12.14,43.56666667,-115.9266667,-6,America/Boise
45486,45756,FS-262343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.31666667,-115.505,-6,America/Boise
45920,46202,FS-263199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.93333333,-115.6833333,-7,America/Los_Angeles
45927,46209,FS-263209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.45,-115.9333333,-7,America/Los_Angeles
45933,46215,FS-263220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.38333333,-115.4333333,-7,America/Los_Angeles
46114,46397,FS-263579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.41666667,-116.02,-7,America/Los_Angeles
46118,46401,FS-263586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.43333333,-115.6866667,-7,America/Los_Angeles
46170,46455,FS-263690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.435,-114.9283333,-7,America/Los_Angeles
46171,46456,FS-263691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.88333333,-115.6483333,-6,America/Boise
46211,46497,FS-263788,94.45,712710840,56.69,712754760,94.45,712710840,54.89,712670640,44.5,0.4,,0.13,,,,,,712671780,712724760,94.95,712710840,56.2,712754760,94.95,712710840,54.4,712670640,712648800,9,712700820,339,,,2.02,45.36666667,-114.3,-6,America/Denver
46213,46499,FS-263796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.28333333,-114.4833333,-7,America/Los_Angeles
46299,46586,FS-263996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.62527778,-115.1136111,-6,America/Boise
46748,47056,FS-264895,88.54,711665880,64.09,711724140,88.54,711665880,65.77,711637140,43.53,0.32,,0.69,,,,,,711637080,711687960,89.04,711665880,63.6,711724140,89.04,711665880,65.28,711637140,711615600,11,711662940,309,41.41,711666000,14.89,34.565,-118.6816667,-7,America/Los_Angeles
46857,47165,FS-265125,90.34,714174720,66.42,714227940,90.34,714174720,66.36,714139140,55.34,0.56,clear-day,0.68,0,0,,0,,714143700,714191460,90.84,714174720,64.35,714228060,90.84,714174720,64.58,714139140,714121200,10,714167580,285,,,5.62,32.91666667,-116.8716667,-7,America/Los_Angeles
46887,47195,FS-265180,92.75,711489660,61,711538620,92.75,711489660,60.83,711463740,56.02,0.62,clear-day,0.63,0,0,,0,,711463980,711514560,93.25,711489660,60,711549480,93.25,711489660,59.79,711463560,711442800,11,711489240,271,,,5.89,32.79055556,-116.7366667,-7,America/Los_Angeles
47140,47450,FS-265621,83.02,709419600,42.86,709473600,83.02,709419600,44.82,709387500,35.28,0.39,,0.81,,,,,,709389360,709442280,83.52,709419600,42.37,709473600,83.52,709419600,44.33,709387500,709369200,10,709415760,,,,,36.99,-118.3183333,-7,America/Los_Angeles
47690,48005,FS-266560,74.35,712696620,49.51,712766400,74.35,712696620,50.66,712679760,53.8,0.87,,0.13,,,,,,712674840,712725120,74.85,712696620,49.02,712766400,74.85,712696620,50.14,712679400,712652400,10,712699860,309,,,9.04,36.23222222,-121.4597222,-7,America/Los_Angeles
47694,48009,FS-266566,65.39,714063240,42.65,714149220,65.39,714063240,43.27,714107700,50.42,0.95,,0.64,,,,,,714058020,714106440,65.88,714063240,43.81,714144000,65.88,714063240,47.56,714055200,714034800,10,714082080,324,,,10.84,35.98083333,-121.3513889,-7,America/Los_Angeles
47953,48272,FS-267033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.625,-121.2866667,-7,America/Los_Angeles
48039,48362,FS-267161,58.1,716941200,47.57,716997600,58.1,716941200,42.73,716912040,49.39,0.94,,0.76,,,,,,716911260,716955480,58.6,716941200,49.27,716995200,58.6,716941200,45.31,716905200,716886000,6,716935740,310,,,6.59,41.23333333,-123.7666667,-7,America/Los_Angeles
48507,48833,FS-268028,92.31,717547200,55.93,717595620,92.31,717547200,54.87,717515160,46.79,0.46,,0.03,,,,,,717514920,717558120,92.81,717547200,55.44,717595620,92.81,717547200,54.38,717515160,717490800,8,717536520,263,,,3.44,34.25833333,-117.46,-7,America/Los_Angeles
48567,48894,FS-268149,91.79,707351520,56.37,707399820,91.79,707351520,58.37,707306520,48.96,0.46,,0,,,,,,707316000,707367240,92.29,707351520,55.88,707399820,92.29,707351520,57.88,707306520,707295600,10,707342220,304,,,5.99,33.66666667,-116.9533333,-7,America/Los_Angeles
48572,48899,FS-268158,94.34,710376720,58.03,710425620,94.34,710376720,54.83,710339820,44.23,0.42,,0.22,,,,,,710340240,710391780,94.84,710376720,57.54,710425620,94.84,710376720,54.34,710339820,710319600,11,710366040,284,,,4.95,33.88166667,-116.8833333,-7,America/Los_Angeles
48662,48994,FS-268360,88.93,706755360,58.62,706789200,88.93,706755360,57.65,706709640,40.74,0.32,partly-cloudy-day,0.76,0,0,,0,,706711500,706762860,89.43,706755360,58.13,706789200,89.43,706755360,57.16,706709640,706690800,10,706738320,331,,,7.37,35.56,-118.6016667,-7,America/Los_Angeles
49118,49455,FS-269304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.16333333,-119.415,-7,America/Los_Angeles
49245,49582,FS-269538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.125,-120.24,-7,America/Los_Angeles
49789,50130,FS-270591,81.52,713053200,42.56,713104860,81.52,713053200,36.84,713019300,33.9,0.37,,0.27,,,,,,713019540,713071500,82.02,713053200,44.73,713105700,82.02,713053200,39.62,713019240,712998000,9,713045400,352,,,5.55,43.97333333,-121.2205556,-7,America/Los_Angeles
49826,50167,FS-270664,84.64,708043680,41.61,708088080,84.64,708043680,37.35,707997900,31.24,0.38,,0.3,,,,,,708006240,708061800,85.14,708043680,41,708086640,85.14,708043680,37.84,708007800,707986800,10,708033900,336,,,5.34,44.34055556,-121.5252778,-7,America/Los_Angeles
49956,50300,FS-270909,88.41,714263400,41.54,714313980,88.41,714263400,40.48,714229740,31.36,0.3,,0.71,,,,,,714230280,714279540,88.91,714263400,45.13,714313560,88.91,714263400,42.66,714229200,714207600,9,714254760,224,,,8.97,42.01333333,-120.9283333,-7,America/Los_Angeles
49957,50301,FS-270910,82.02,717199380,36.05,717251100,82.02,717199380,32.95,717165420,32.81,0.46,,0.87,,,,,,717169920,717213660,82.52,717199380,41.95,717250980,82.52,717199380,36.52,717166860,717145200,6,717192000,218,,,9.52,42.04166667,-120.7333333,-7,America/Los_Angeles
50958,51329,FS-272813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.37333333,-117.6816667,-7,America/Los_Angeles
52083,52495,FS-275271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.02166667,-84.83833333,-4,America/New_York
52101,52513,FS-275307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.21166667,-81.68666667,-4,America/New_York
52643,53074,FS-276393,83.79,706043700,63.1,706085160,83.79,706043700,61.86,706003380,62.8,0.75,,0.51,,,,,,706010700,706061220,82.02,706043760,62.58,706085160,82.02,706043760,61.31,706003380,705988800,8,706036440,85,,,2.86,34.83333333,-77.08333333,-4,America/New_York
54988,55461,FS-279991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.59,-110.405,-7,America/Phoenix
55022,55495,FS-280025,93.99,739318860,63.67,739371240,93.99,739318860,59.88,739277940,28.36,0.18,clear-day,0.56,0,0,,0,,739282680,739333740,94.49,739318860,63.18,739371240,94.49,739318860,59.39,739277940,739263600,10,739309380,186,29.98,739324320,11.49,32.39833333,-110.9316667,-7,America/Phoenix
55026,55499,FS-280029,99.51,740175240,75.89,740231940,99.51,740175240,74.94,740148300,38.61,0.18,partly-cloudy-day,0.87,0,0,,0,,740146560,740197920,100.01,740175240,75.4,740231940,100.01,740175240,74.45,740148300,740127600,8,740177880,124,,,9.17,32.39666667,-110.5716667,-7,America/Phoenix
55067,55540,FS-280070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4,-108.0833333,-6,America/Denver
55070,55544,FS-280074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.40166667,-107.8683333,-6,America/Denver
55078,55552,FS-280082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.31666667,-107.8016667,-6,America/Denver
55151,55628,FS-280161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.355,-108.4133333,-6,America/Denver
55181,55658,FS-280191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.37333333,-108.5033333,-6,America/Denver
55397,55878,FS-280411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.44833333,-112.1183333,-7,America/Phoenix
55727,56214,FS-280747,77.02,740174160,50.41,740232960,77.02,740174160,52.85,740192940,45.79,0.57,,0.87,,,,,,740144880,740197380,77.52,740174160,49.92,740232960,77.52,740174160,52.36,740192940,740124000,8,740167320,190,,,7.75,35.90833333,-105.8316667,-6,America/Denver
55728,56215,FS-280748,76.58,740174160,49.89,740232900,76.58,740174160,52.25,740192940,45.52,0.58,,0.87,,,,,,740144820,740197380,77.08,740174160,49.4,740232900,77.08,740174160,51.76,740192940,740124000,8,740167320,194,,,7.55,35.96166667,-105.7916667,-6,America/Denver
56073,56564,FS-281097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.83333333,-111.35,-7,America/Phoenix
