OBJECTID,FOD_ID,FPA_ID,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,dewpoint,humidity,icon,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,time,uvIndex,uvIndexTime,windBearing,windGust,windGustTime,windSpeed,latitude_print,longitude_print,offset_print,timezone_print
248927,253826,W-534281,74.6,1144617600,51.95,1144656540,74.6,1144617600,34.4,1144583640,37.92,0.55,clear-day,0.39,0,0,,0,,1144584060,1144630440,75.1,1144617600,51.46,1144656540,75.1,1144617600,33.91,1144583640,1144558800,9,1144607160,159,,,5.53,35.6825,-96.223,-5,America/Chicago
248928,253827,W-534283,80.27,1144704720,62.85,1144735860,80.27,1144704720,53.81,1144671540,45.46,0.49,,0.42,,,,,,1144670460,1144716900,80.77,1144704720,62.36,1144735860,80.77,1144704720,53.32,1144671540,1144645200,8,1144693620,159,27.37,1144703340,12.98,35.5103,-96.4136,-5,America/Chicago
249202,254104,W-556739,64.9,1206222600,30.65,1206277200,64.9,1206222600,38.49,1206188580,32.28,0.47,,0.54,,,,,,1206188760,1206232800,65.4,1206222600,37.35,1206277200,65.4,1206222600,42.43,1206189600,1206162000,8,1206210600,29,19.92,1206230400,8.51,35.32,-96.2814,-5,America/Chicago
249206,254108,W-556743,64.02,1206394920,51.5,1206431040,64.02,1206394920,34,1206358320,25.83,0.46,clear-day,0.6,0,0,,0,,1206361320,1206405600,64.52,1206394920,51.01,1206431040,64.52,1206394920,33.51,1206358320,1206334800,8,1206383400,200,25.13,1206399600,7.81,35.7689,-95.8728,-5,America/Chicago
249240,254142,W-582309,77.43,1225403700,60.21,1225456200,77.43,1225403700,50.42,1225371120,46.14,0.54,,0.07,,,,,,1225370760,1225409580,77.93,1225403700,59.72,1225456200,77.93,1225403700,49.93,1225371120,1225342800,4,1225390020,187,23.08,1225400880,7.04,35.2778,-96.1119,-5,America/Chicago
249289,254191,W-584566,55.38,1235419380,39.7,1235471520,55.38,1235419380,31.3,1235388900,23.98,0.45,clear-day,0.97,0,0,,0,,1235394120,1235434560,55.88,1235419380,44.27,1235448180,55.88,1235419380,34.7,1235392680,1235368800,5,1235414280,132,,,7.03,35.2028,-95.9944,-6,America/Chicago
249302,254204,W-584692,80.38,1236284520,55.74,1236344460,80.38,1236284520,60.39,1236257280,52.46,0.56,clear-day,0.32,0,0,,0,,1236257460,1236299100,80.88,1236284520,55.25,1236344460,80.88,1236284520,59.9,1236257280,1236232800,6,1236278280,192,27.34,1236272040,14.13,35.8819,-96.3158,-6,America/Chicago
249303,254205,W-585024,84.17,1236289860,57.45,1236346440,84.17,1236289860,61.76,1236258120,51.27,0.5,,0.32,,,,,,1236257460,1236299160,84.67,1236289860,56.96,1236346440,84.67,1236289860,61.27,1236258120,1236232800,6,1236278280,193,30.78,1236269100,17.28,35.6555,-96.5097,-6,America/Chicago
249310,254212,W-585023,39.55,1236805500,26.04,1236859980,39.55,1236805500,21.37,1236777120,18.76,0.48,,0.54,,,,,,1236775320,1236817800,46.51,1236805260,32.44,1236862800,46.51,1236805260,30.89,1236778620,1236747600,7,1236796500,25,27.69,1236801180,13.72,35.3867,-96.1992,-5,America/Chicago
249358,254261,W-387392,80.82,969579600,71.31,969601200,80.82,969579600,44.05,969537240,43.7,0.47,,0.79,,,,,,969538560,969582420,81.32,969579600,70.83,969601200,81.32,969579600,45.67,969537000,969512400,6,969560340,117,25.31,969548400,8.51,36.6084,-96.7617,-5,America/Chicago
249373,254276,W-387413,42.95,985471140,21.93,985519020,56.35,985413600,27.75,985440540,32.47,0.66,partly-cloudy-day,0,0,0,,0,,985436640,985480920,49.46,985471200,28.13,985519920,56.85,985413600,37.59,985442400,985413600,5,985463940,18,31.76,985438380,16.49,36.3198,-96.3236,-6,America/Chicago
249375,254278,W-387410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3437,-96.487,-6,America/Chicago
249405,254308,W-387452,79.04,1017354960,54.61,1017370080,79.04,1017354960,43.12,1017315540,43.93,0.55,,0.51,,,,,,1017317820,1017362640,79.54,1017354960,54.12,1017370080,79.54,1017354960,45.67,1017316800,1017295200,8,1017340200,178,,,8.76,36.7284,-96.1978,-6,America/Chicago
249406,254309,W-387451,69.37,1017438000,45.26,1017491400,69.37,1017438000,51.07,1017457320,48.29,0.65,,0.55,,,,,,1017404160,1017449100,69.87,1017438000,44.77,1017491400,69.87,1017438000,50.58,1017457320,1017381600,8,1017426600,20,,,11.94,36.7034,-96.1986,-6,America/Chicago
249407,254310,W-387450,69.51,1017438000,45.4,1017491400,69.51,1017438000,51.21,1017457320,48.29,0.65,,0.55,,,,,,1017404160,1017449100,70.01,1017438000,44.91,1017491400,70.01,1017438000,50.72,1017457320,1017381600,8,1017426540,20,,,11.94,36.8898,-96.1503,-6,America/Chicago
249409,254312,W-387453,80.07,1017692400,52.95,1017752400,80.07,1017692400,33.06,1017660960,40.05,0.55,,0.66,,,,,,1017663060,1017708420,80.57,1017692400,52.46,1017752400,80.57,1017692400,32.57,1017660960,1017640800,8,1017685680,199,36.83,1017687600,12.33,36.8381,-96.0269,-6,America/Chicago
249444,254347,W-387508,72.01,1044225600,32.18,1044266640,72.01,1044225600,49.99,1044188400,39.04,0.47,,0.06,,,,,,1044192540,1044230040,72.51,1044225600,38.86,1044266400,72.51,1044225600,49.5,1044188400,1044165600,4,1044211320,169,,,11.48,36.4817,-96.6417,-6,America/Chicago
249456,254359,W-387528,81.23,1048536300,46.83,1048597200,81.23,1048536300,58.52,1048568400,51.61,0.5,,0.75,,,,,,1048508700,1048552920,81.73,1048536300,46.34,1048597200,81.73,1048536300,58.03,1048568400,1048485600,0,1048485600,,,,,36.4823,-96.4814,-6,America/Chicago
249464,254367,W-387529,79.94,1049233320,60,1049287080,79.94,1049233320,55.99,1049192700,40.38,0.37,,0.01,,,,,,1049199120,1049244420,80.44,1049233320,59.51,1049287080,80.44,1049233320,55.5,1049192700,1049176800,8,1049221680,198,33.39,1049216400,16.82,36.6354,-96.1319,-6,America/Chicago
249465,254368,W-387538,78.96,1049230800,58.95,1049286660,78.96,1049230800,56.45,1049198400,43.37,0.42,clear-day,0.01,0,0,,0,,1049199180,1049244480,79.46,1049230800,58.46,1049286660,79.46,1049230800,55.96,1049198400,1049176800,8,1049221860,198,35.71,1049205780,18.59,36.2609,-96.3078,-6,America/Chicago
249466,254369,W-387531,79.66,1049230980,59.84,1049286840,79.66,1049230980,56.94,1049197260,41.88,0.39,clear-day,0.01,0,0,,0,,1049199120,1049244480,80.16,1049230980,59.35,1049286840,80.16,1049230980,56.45,1049197260,1049176800,8,1049221740,199,34.06,1049230860,18.33,36.4179,-96.2361,-6,America/Chicago
249468,254371,W-387533,80.16,1049231220,60.45,1049286900,80.16,1049231220,57.02,1049196240,41.06,0.38,clear-day,0.01,0,0,,0,,1049199180,1049244480,80.66,1049231220,59.96,1049286900,80.66,1049231220,56.53,1049196240,1049176800,8,1049221740,200,33.52,1049231100,18.75,36.4612,-96.3231,-6,America/Chicago
249479,254382,W-387564,78.64,1067463000,62.73,1067517540,78.64,1067463000,38.03,1067431560,42.99,0.56,,0.18,,,,,,1067431620,1067470440,79.14,1067463000,62.24,1067517540,79.14,1067463000,39.42,1067428980,1067407200,4,1067450880,174,,,9.03,36.5512,-96.4392,-6,America/Chicago
249512,254415,W-387591,69.83,1111355100,51.09,1111397760,69.83,1111355100,35.99,1111305000,37.01,0.54,,0.35,0,0.0003,1111374000,0.75,,1111321740,1111365480,70.33,1111355100,50.6,1111397760,70.33,1111355100,35.5,1111305000,1111298400,7,1111342860,124,,,6.68,36.5595,-96.1833,-6,America/Chicago
249514,254417,W-503282,76.75,1112127240,57.07,1112187720,76.75,1112127240,56,1112097360,50.17,0.59,,0.64,,,,,,1112098560,1112143560,77.25,1112127240,56.58,1112187720,77.25,1112127240,55.51,1112097360,1112076000,8,1112121000,176,34.61,1112151360,15.13,36.719,-96.2119,-6,America/Chicago
249519,254422,W-503292,64.01,1112299260,40.07,1112341740,64.01,1112299260,37.18,1112260020,36.67,0.61,partly-cloudy-day,0.72,0,0,,0,,1112271120,1112316420,64.51,1112299260,43.89,1112360100,64.51,1112299260,37.75,1112266020,1112248800,7,1112290980,34,27.55,1112304360,8.85,36.6209,-96.1075,-6,America/Chicago
249671,254575,W-518217,89.24,1141243680,51.11,1141306260,89.24,1141243680,54.42,1141217880,43.56,0.48,clear-day,0.08,0,0,,0,,1141217820,1141258800,89.74,1141243680,50.62,1141306260,89.74,1141243680,53.93,1141217880,1141192800,6,1141238280,221,,,7.17,36.9111,-96.115,-6,America/Chicago
249679,254583,W-518219,83.89,1142200320,30.75,1142254920,83.89,1142200320,52.5,1142156100,51.42,0.56,rain,0.44,0.0009,0.0199,1142211600,1,rain,1142167320,1142209920,84.4,1142200140,36.37,1142254620,84.4,1142200140,52.01,1142156100,1142143200,6,1142186640,186,31.65,1142191320,12.4,36.7078,-96.4347,-6,America/Chicago
249738,254643,W-532021,104.21,1155506340,77.63,1155556800,104.21,1155506340,78.2,1155469740,66.63,0.52,clear-day,0.68,0,0,,0,,1155469320,1155518340,102.38,1155506400,76.19,1155556800,102.38,1155506400,76.65,1155469800,1155445200,9,1155491940,181,14.53,1155496440,5.49,36.4064,-96.1717,-5,America/Chicago
250056,254961,W-584350,60.93,1233349200,25.39,1233392520,60.93,1233349200,17.37,1233309840,22.7,0.56,clear-day,0.15,0,0,,0,,1233322260,1233359520,61.43,1233349200,27.11,1233395460,61.43,1233349200,23.75,1233318600,1233295200,4,1233340860,273,,,7.19,36.7083,-96.6917,-6,America/Chicago
250151,255056,W-585041,56.53,1237070580,37.46,1237115040,56.53,1237070580,33.83,1237024560,30.1,0.55,partly-cloudy-day,0.64,0.0001,0.0015,1237053600,0.15,rain,1237034280,1237077180,57.03,1237070580,36.97,1237115040,57.03,1237070580,36.11,1237035420,1237006800,6,1237053720,21,9.51,1237068060,3.72,36.2808,-96.3072,-5,America/Chicago
250158,255063,W-585437,73.92,1237241040,47.34,1237287240,73.92,1237241040,38.91,1237208700,45.36,0.71,clear-day,0.7,0,0,,0,,1237206900,1237250040,74.42,1237241040,48.46,1237287360,74.42,1237241040,40.71,1237206720,1237179600,7,1237229160,157,13.68,1237244340,6.34,36.465,-96.1364,-5,America/Chicago
250161,255066,W-585445,83.41,1237326180,53.85,1237380480,83.41,1237326180,46.49,1237287360,47.24,0.59,rain,0.73,0.0002,0.0032,1237302000,0.32,rain,1237293180,1237336500,83.91,1237326180,53.36,1237380480,83.91,1237326180,47.67,1237287300,1237266000,7,1237314780,176,18.47,1237323000,7.47,36.4911,-96.155,-5,America/Chicago
250170,255075,W-585447,67.19,1237496400,41.1,1237542900,67.19,1237496400,42.1,1237460880,34.56,0.48,partly-cloudy-day,0.79,0,0,,0,,1237465860,1237509420,67.69,1237496400,40.61,1237543380,67.69,1237496400,43.96,1237521600,1237438800,5,1237487580,62,27.7,1237488960,10.92,36.7305,-96.2161,-5,America/Chicago
250178,255083,W-585112,77.83,1237756140,64.85,1237795620,77.83,1237756140,45.23,1237719960,46.57,0.61,clear-day,0.88,0,0,,0,,1237724760,1237768800,78.33,1237756140,64.36,1237795620,78.33,1237756140,47.72,1237720080,1237698000,7,1237746420,166,26.99,1237748640,10.18,36.5503,-96.2067,-5,America/Chicago
250199,255104,W-585472,77.28,1239305400,31.2,1239354420,77.28,1239305400,51.92,1239336000,45.66,0.54,rain,0.52,0.0087,0.1807,1239318000,1,rain,1239278460,1239324960,77.78,1239305400,38.96,1239354720,77.78,1239305400,51.43,1239336000,1239253200,9,1239301620,143,31.97,1239303720,9.75,36.6142,-96.4414,-5,America/Chicago
250483,255390,W-514883,80.99,1110666600,34.63,1110721620,80.99,1110666600,43.47,1110628800,36.79,0.39,clear-day,0.1,0,0,,0,,1110631080,1110673740,81.49,1110666600,42.21,1110720600,81.49,1110666600,47.84,1110628800,1110607200,7,1110652320,208,,,13.75,34.6467,-95.5219,-6,America/Chicago
250634,255548,W-513332,73.8,1133124900,37.09,1133175600,73.8,1133124900,41.39,1133154000,44.14,0.58,wind,0.88,0,0,,0,,1133097060,1133133240,74.3,1133124900,44.34,1133173200,74.3,1133124900,48.09,1133154000,1133071200,2,1133115000,204,46.05,1133136000,19.2,35.0234,-95.8353,-6,America/Chicago
250655,255569,W-515163,67.97,1136064600,55.22,1136084160,67.97,1136064600,31.42,1136036580,27.88,0.48,,0.04,,,,,rain,1136035860,1136071560,68.47,1136064600,54.73,1136084160,68.47,1136064600,31.13,1136032440,1136008800,3,1136053620,163,29.33,1136055660,7.87,34.0815,-96.0275,-6,America/Chicago
250666,255580,W-517689,67.34,1136236020,34.06,1136277360,67.34,1136236020,41.29,1136264400,37.73,0.52,,0.11,,,,,,1136208780,1136244420,67.84,1136236020,33.57,1136277360,67.84,1136236020,40.8,1136264400,1136181600,3,1136226540,291,23.01,1136181600,6.47,34.6028,-96.2333,-6,America/Chicago
250703,255617,W-517942,71.28,1136670480,58.8,1136728260,71.28,1136670480,33.32,1136641500,20.56,0.31,clear-day,0.3,0,0,,0,,1136640840,1136676660,71.78,1136670480,58.31,1136728260,71.78,1136670480,35.84,1136641440,1136613600,3,1136658720,171,,,7.76,34.7336,-96.2175,-6,America/Chicago
250861,255779,W-518455,82.17,1142026500,65.25,1142054520,82.17,1142026500,43.21,1141994940,45.33,0.57,,0.38,0.0077,0.0542,1142052600,,rain,1141994520,1142036940,82.67,1142026500,64.44,1142054640,82.67,1142026500,45.02,1141970460,1141970400,7,1142015400,166,28.48,1142031420,8.84,34.163,-95.9355,-6,America/Chicago
250917,255836,W-517948,70.27,1143662400,61.46,1143723360,70.27,1143662400,35.92,1143632220,45.19,0.7,rain,0.03,0.0009,0.0112,1143675000,1,rain,1143634320,1143679200,70.77,1143662400,60.75,1143723300,70.77,1143662400,35.43,1143632220,1143612000,0,1143612000,149,17.04,1143650940,4.48,34.713,-95.1092,-6,America/Chicago
250921,255840,W-518476,87.14,1144009380,54.01,1144068660,87.14,1144009380,63.72,1144036800,54.87,0.57,partly-cloudy-day,0.17,0,0,,0,,1143979620,1144024980,87.64,1144009380,53.52,1144068660,87.64,1144009380,63.23,1144036800,1143957600,9,1144001280,228,23.98,1144014000,8.95,34.9778,-95.1297,-5,America/Chicago
250926,255845,W-518478,70.24,1144100400,41.24,1144152000,70.24,1144100400,53.72,1144068900,40.16,0.45,clear-day,0.21,0,0,,0,,1144066020,1144111560,70.74,1144100400,42.47,1144152000,70.74,1144100400,53.23,1144068900,1144040400,9,1144088700,6,,,12.2,34.6222,-95.5439,-5,America/Chicago
250949,255868,W-519147,76.96,1144360740,55.65,1144409880,76.96,1144360740,63.55,1144382400,60.8,0.73,rain,0.3,0.0083,0.1537,1144339260,1,rain,1144325040,1144370940,77.13,1144360800,55.16,1144409880,77.13,1144360800,63.06,1144382400,1144299600,4,1144347540,184,31.96,1144365660,13.99,34.6333,-95.7319,-5,America/Chicago
250973,255892,W-519127,71.37,1144535400,38.43,1144575780,71.37,1144535400,50.95,1144555200,43.74,0.59,partly-cloudy-day,0.36,0,0,,0,,1144497720,1144543860,71.87,1144535400,38.42,1144583520,71.87,1144535400,50.46,1144555200,1144472400,9,1144522980,334,27.48,1144476000,10.94,34.1711,-95.9364,-5,America/Chicago
251163,256085,W-583969,59.94,1231793100,8.56,1231855200,59.94,1231793100,24.12,1231822800,21.73,0.43,clear-day,0.58,0,0,,0,,1231767000,1231803180,60.44,1231793100,19.35,1231848660,60.44,1231793100,31.02,1231740600,1231740000,3,1231785060,258,,,11.24,34.6244,-95.5161,-6,America/Chicago
251184,256107,W-584108,36.78,1232831760,20.84,1232859780,36.78,1232831760,19.28,1232803860,19.38,0.58,,0.96,0,0,,0,,1232803500,1232840580,41.28,1232830800,21.26,1232866620,41.28,1232830800,24.11,1232804820,1232776800,0,1232776800,359,18.01,1232776980,4.8,34.8128,-95.1564,-6,America/Chicago
251204,256127,W-585210,72,1236555120,46.75,1236578640,72,1236555120,51.15,1236568080,41.25,0.48,clear-day,0.43,0,0,,0,,1236516180,1236558360,72.5,1236555120,49.05,1236578820,72.5,1236555120,50.66,1236568080,1236492000,7,1236537240,223,,,10.23,34.6822,-95.5811,-5,America/Chicago
251210,256133,W-585243,71.61,1237844460,64.92,1237892760,71.61,1237844460,61.99,1237809600,54.07,0.65,,0.91,0,0.0004,1237834800,1,,1237810920,1237855020,72.11,1237844460,64.43,1237892760,72.11,1237844460,61.5,1237809600,1237784400,4,1237832940,162,36.02,1237830600,17.99,34.6089,-95.5717,-5,America/Chicago
251229,256152,W-392335,70.51,1077226740,42.92,1077283860,70.51,1077226740,51.17,1077192240,45.77,0.59,,0.99,,,,,,1077196200,1077236040,71.01,1077226740,44.81,1077283440,71.01,1077226740,50.68,1077192240,1077170400,5,1077216000,178,41.34,1077235500,19.85,34.9926,-96.6386,-6,America/Chicago
251280,256203,W-517572,73.97,1135716420,39.49,1135774740,73.97,1135716420,50.85,1135677780,31.85,0.36,wind,0.89,0,0,,0,,1135690500,1135725780,74.47,1135716420,40.53,1135778220,74.47,1135716420,50.36,1135677780,1135663200,3,1135708080,238,39.86,1135710180,12.92,35.1883,-96.7033,-6,America/Chicago
251282,256205,W-518992,70.46,1135886520,38.41,1135947840,70.46,1135886520,32.67,1135857600,29.4,0.49,clear-day,0.96,0,0,,0,,1135863300,1135898640,70.96,1135886520,42.17,1135936920,70.96,1135886520,32.18,1135857600,1135836000,3,1135880880,169,26.04,1135896900,7.95,35.0867,-96.5289,-6,America/Chicago
251283,256206,W-537793,76.33,1136152200,42.06,1136210400,76.33,1136152200,53.19,1136113200,35.53,0.38,rain,0.08,0.0021,0.0304,1136171160,1,rain,1136122560,1136157960,76.83,1136152200,46.11,1136210280,76.83,1136152200,52.7,1136113200,1136095200,3,1136140200,200,35.82,1136155920,15.49,35.128,-96.5108,-6,America/Chicago
251448,256371,W-582773,58.21,1227043440,37.74,1227099600,58.21,1227043440,29.82,1227012540,31.96,0.6,,0.72,,,,,,1227013560,1227050460,58.71,1227043440,41.62,1227099720,58.71,1227043440,34.55,1227012300,1226988000,3,1227031800,100,,,5.86,34.9747,-96.628,-6,America/Chicago
251494,256417,W-373969,98.56,1054573200,76.22,1054624860,98.56,1054573200,76.08,1054550160,73.03,0.8,,0.09,,,,,,1054549920,1054599180,91.49,1054573200,74.32,1054625700,91.49,1054573200,74.13,1054550100,1054526400,0,1054526400,,,,,26.1504,-80.7998,-4,America/New_York
251514,256437,W-540403,89.25,1178386980,65.31,1178448540,89.25,1178386980,65.56,1178357520,66.67,0.77,rain,0.61,0.0061,0.0621,1178359200,0.37,rain,1178361840,1178409480,87.67,1178387100,64.17,1178448540,87.67,1178387100,64.46,1178357580,1178337600,0,1178337600,115,18.93,1178392020,4.72,26.217,-80.8248,-4,America/New_York
251558,256482,W-373799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3004,-80.7998,-4,America/New_York
251616,256540,W-373868,91.89,1083081720,64.04,1083150660,91.89,1083081720,66.22,1083061860,68.2,0.8,,0.26,0,0,,0,,1083063000,1083110100,88.04,1083081840,63.12,1083150600,88.04,1083081840,64.88,1083061800,1083038400,0,1083038400,258,12.07,1083110040,2.03,26.3504,-80.8665,-4,America/New_York
251734,256658,W-578326,88.43,1210622340,56.42,1210675020,88.43,1210622340,65.86,1210647600,61.44,0.58,clear-day,0.28,0.0003,0.0064,1210597200,0.15,rain,1210588740,1210637100,88.93,1210622340,55.93,1210675020,88.93,1210622340,65.37,1210647600,1210564800,11,1210612800,277,31.17,1210624980,13.3,27.1003,-81.0331,-4,America/New_York
251748,256672,W-586234,92.08,1241813520,64.24,1241866680,92.08,1241813520,67.54,1241780220,65.03,0.65,rain,0.5,0.0062,0.1115,1241834400,0.35,rain,1241779320,1241827260,92.58,1241813580,63.26,1241866740,92.58,1241813580,66.27,1241780220,1241755200,0,1241755200,168,13.63,1241805000,4.88,26.2617,-80.9553,-4,America/New_York
252130,257055,W-587190,84.06,1240862580,55.03,1240914540,84.06,1240862580,57.8,1240833180,43.57,0.44,clear-day,0.11,0,0,,0,,1240829160,1240877820,84.56,1240862580,54.54,1240914540,84.56,1240862580,57.31,1240833180,1240804800,10,1240853460,181,19.13,1240866180,3.29,35.5344,-83.2764,-4,America/New_York
252390,257316,W-551338,67.3,1187119860,51.52,1187182200,69.02,1187067600,55.14,1187096280,58.24,0.86,rain,0.07,0.0077,0.0599,1187128800,1,rain,1187091900,1187143620,67.6,1187121060,51.03,1187182200,69.52,1187067600,54.65,1187096280,1187067600,0,1187067600,89,16.08,1187139600,5.22,47.8489,-102.4278,-5,America/Chicago
252542,257468,W-598630,74.79,1257543120,29.74,1257599340,74.79,1257543120,36.89,1257501600,34.18,0.54,,0.66,0,0,,0,,1257515040,1257549960,75.29,1257543120,35.68,1257599220,75.29,1257543120,39.52,1257512340,1257487200,0,1257487200,263,19.35,1257563580,7.04,47.6189,-102.4881,-6,America/Chicago
255419,260453,W-574186,64.24,1208208300,37.48,1208251440,64.24,1208208300,22.99,1208173140,24.63,0.43,clear-day,0.33,0,0,,0,,1208173680,1208222700,64.74,1208208300,42.87,1208260080,64.74,1208208300,31.14,1208173680,1208149200,7,1208198160,184,34.46,1208200140,16.75,47.8583,-98.8678,-5,America/Chicago
255670,260704,W-324634,57.87,954027120,24.51,954057660,57.87,954027120,23.18,953985240,27.55,0.57,clear-day,0.69,0,0,,0,,953987760,954032580,58.26,954023400,31.21,954057360,58.26,954023400,29.86,953987580,953964000,6,954010200,284,,,8.88,46.3897,-100.6001,-6,America/Chicago
255771,260805,W-324595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2144,-101.1071,-5,America/Chicago
255816,260850,W-324809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2939,-100.794,-5,America/Chicago
256239,261274,W-325325,109.42,1025386620,65.23,1025436600,109.42,1025386620,75.6,1025346120,56.25,0.33,clear-day,0.67,0,0,,0,,1025348100,1025404800,110.02,1025386620,64.74,1025436600,110.02,1025386620,75.11,1025346120,1025326800,10,1025376420,167,,,11.64,46.3461,-100.6426,-5,America/Chicago
256256,261291,W-325342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0892,-100.6535,-5,America/Chicago
256458,261493,W-325610,90.47,1060814400,66.89,1060860660,90.47,1060814400,66.78,1060773600,56.53,0.5,,0.57,,,,,,1060774860,1060826220,90.97,1060814400,66.2,1060860600,90.97,1060814400,66.29,1060773600,1060754400,8,1060798020,161,33.41,1060812300,20.54,45.8908,-100.6976,-6,America/Denver
256538,261573,W-325706,80.9,1066771800,54.75,1066820040,80.9,1066771800,53.45,1066713780,43.85,0.44,,0.87,,,,,,1066741740,1066780080,81.4,1066771800,54.26,1066820040,81.4,1066771800,52.96,1066713780,1066712400,0,1066712400,287,30.43,1066772880,12.9,46.0361,-100.7324,-5,America/Chicago
256564,261599,W-325732,68.7,1081197360,38.94,1081249800,68.7,1081197360,42.13,1081165920,34.3,0.52,,0.52,0,0,,0,,1081167240,1081214280,69.2,1081197360,38.45,1081249800,69.2,1081197360,44.1,1081156140,1081141200,0,1081141200,310,32.08,1081193940,11.77,46.3372,-100.6307,-5,America/Chicago
257072,262109,W-524319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.563,-101.1804,-6,America/Denver
257543,262580,W-329318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8458,-100.0907,-5,America/Winnipeg
258908,263947,W-550846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9247,-100.0842,-5,America/Winnipeg
258912,263951,W-550867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.798,-99.8103,-5,America/Winnipeg
258945,263984,W-551417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.863,-100.1136,-5,America/Winnipeg
260280,265325,W-507890,92.09,1125349620,67.39,1125396420,92.09,1125349620,60.07,1125317760,56.28,0.57,,0.86,,,,,,1125316740,1125364860,92.59,1125349620,66.41,1125396540,92.59,1125349620,59.38,1125317640,1125291600,0,1125291600,137,,,6.06,44.1097,-99.4244,-5,America/Chicago
260622,265667,W-301933,99.48,968191200,67.36,968244600,99.48,968191200,67.81,968157600,59.87,0.57,,0.26,,,,,,968156160,968203080,99.98,968191200,66.87,968244600,99.98,968191200,66.85,968145600,968133600,0,968133600,167,36.83,968176800,22.72,44.65,-101.7504,-6,America/Denver
260623,265668,W-301934,98.82,968191200,66.7,968244600,98.82,968191200,67.18,968157600,59.87,0.58,,0.26,,,,,,968156220,968203080,99.32,968191200,66.22,968244600,99.32,968191200,66.19,968145600,968133600,0,968133600,167,36.83,968176800,22.72,44.8917,-101.9213,-6,America/Denver
260636,265681,W-301950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8875,-101.3796,-6,America/Denver
261442,266489,W-537642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0689,-100.3743,-6,America/Denver
261486,266533,W-538255,94.41,1154635200,67.44,1154689200,94.41,1154635200,59.66,1154600820,38.68,0.26,,0.31,0,0,,0,,1154605020,1154657520,94.91,1154635200,66.95,1154689200,94.91,1154635200,59.17,1154600820,1154584800,,,155,,,13.06,44.6194,-101.8032,-6,America/Denver
261751,266799,W-332675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0789,-99.8198,-6,America/Chicago
261780,266828,W-332712,85.08,970164180,55.47,970232400,85.08,970164180,42.42,970146120,37.38,0.42,,0.04,,,,,,970144560,970187220,85.58,970164180,54.98,970232400,85.58,970164180,43.17,970138140,970117200,5,970165800,156,,,7.68,44.0794,-99.9471,-5,America/Chicago
262113,267161,W-526175,108.43,1153087020,72.27,1153135440,108.43,1153087020,74.35,1153050840,57.69,0.36,wind,0.72,0,0,,0,,1153048380,1153102920,108.93,1153087020,71.78,1153135440,108.93,1153087020,73.84,1153050900,1153026000,10,1153075620,92,46.51,1153033740,7.08,44.2636,-100.0456,-5,America/Chicago
262278,267326,W-313469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5806,-101.7254,-7,America/Denver
262329,267377,W-313522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.4853,-102.9405,-7,America/Denver
262445,267493,W-313653,93.01,964470600,49.56,964526100,93.01,964470600,62.2,964501200,56.36,0.44,,0.77,,,,,,964438320,964491540,93.51,964470600,49.07,964526100,93.51,964470600,61.71,964501200,964418400,10,964464900,108,,,9.86,43.0597,-102.0199,-6,America/Denver
262447,267495,W-313654,93.07,964470600,49.63,964526100,93.07,964470600,62.27,964501200,56.36,0.44,,0.77,,,,,,964438320,964491540,93.57,964470600,49.14,964526100,93.57,964470600,61.78,964501200,964418400,10,964464900,108,,,9.86,43.0686,-101.9132,-6,America/Denver
262566,267614,W-313778,99.79,969224400,58.35,969274500,99.79,969224400,60.04,969176580,44.56,0.32,,0.65,,,,,rain,969193920,969238560,100.29,969224400,57.86,969274500,100.29,969224400,59.55,969176580,969170400,6,969216180,179,,,9.8,43.0292,-102.0649,-6,America/Denver
262781,267829,W-314032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3483,-101.3007,-6,America/Denver
