OBJECTID,FOD_ID,FPA_ID,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,dewpoint,humidity,icon,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,time,uvIndex,uvIndexTime,windBearing,windGust,windGustTime,windSpeed,latitude_print,longitude_print,offset_print,timezone_print
549,556,FS-1420078,87.8,1120954200,64.58,1120999500,87.8,1120954200,62.92,1120916640,49.34,0.4,,0.11,0,0,,0,,1120913220,1120965180,88.3,1120954200,64.09,1120999500,88.3,1120954200,62.43,1120916640,1120892400,,,228,23.53,1120939500,4.45,35.68805556,-118.4383333,-7,America/Los_Angeles
583,590,FS-1420201,99.63,1121551080,72.77,1121603520,99.63,1121551080,75.2,1121518200,52.42,0.32,rain,0.34,0.0185,0.2734,1121562000,1,rain,1121516880,1121567880,100.13,1121551080,72.29,1121603520,100.13,1121551080,74.71,1121518200,1121497200,0,1121497200,188,17.93,1121570700,2.85,33.93361111,-111.3797222,-7,America/Phoenix
592,599,FS-1420230,98.75,1121811240,73.93,1121864700,98.75,1121811240,75.31,1121773860,51.59,0.31,,0.45,0.0586,0.3198,1121779800,0.21,rain,1121776140,1121826840,99.25,1121811240,73.44,1121864700,99.25,1121811240,74.82,1121773860,1121756400,0,1121756400,335,18.59,1121760000,3.69,33.55111111,-111.1066667,-7,America/Phoenix
745,757,FS-1420538,58.72,1112739360,24.84,1112791140,58.72,1112739360,35.31,1112706660,30.92,0.59,rain,0.9,0.002,0.0315,1112688000,0.88,rain,1112704740,1112751600,59.22,1112739360,30.47,1112791620,59.22,1112739360,38.79,1112763600,1112680800,0,1112680800,317,29.61,1112726880,8.99,45.30833333,-106.3583333,-6,America/Denver
1587,1601,FS-1422365,96.97,1124745900,66.7,1124799000,96.97,1124745900,65.89,1124715780,46.59,0.36,,0.63,0,0,,0,,1124712900,1124762460,97.47,1124745900,66.21,1124799000,97.47,1124745900,65.4,1124715780,1124690400,0,1124690400,187,14.47,1124766060,4.07,45.44833333,-105.9552778,-6,America/Denver
1805,1819,FS-1422802,77.39,1124049840,57.63,1124107440,77.39,1124049840,52.55,1124026020,36.12,0.35,clear-day,0.32,0,0,,0,,1124023980,1124075040,77.89,1124049840,57.14,1124107440,77.89,1124049840,52.06,1124026020,1124002800,8,1124049420,330,13.55,1124057160,1.99,45.84083333,-118.0677778,-7,America/Los_Angeles
1958,1973,FS-1423096,94.14,1120860180,68.78,1120885380,94.14,1120860180,65.78,1120809720,51.23,0.41,partly-cloudy-day,0.08,0,0,,0,,1120821600,1120876800,94.64,1120860180,68.29,1120885380,94.64,1120860180,65.29,1120809720,1120802400,9,1120849140,161,23.75,1120871640,5.13,44.19361111,-103.3938889,-6,America/Denver
1971,1986,FS-1423128,89.28,1122145200,63.04,1122205800,89.28,1122145200,70.82,1122181200,51.22,0.35,,0.6,0,0,,0,,1122118560,1122172380,89.78,1122145200,62.55,1122205800,89.78,1122145200,70.33,1122181200,1122098400,,,330,25.65,1122101880,4.54,44.37194444,-104.1741667,-6,America/Denver
3160,3178,FS-1425640,99.21,1123365060,53.93,1123422420,99.21,1123365060,52.59,1123335780,42.18,0.41,clear-day,0.06,0.0001,0.0021,1123387200,0.05,rain,1123331340,1123383540,99.71,1123365060,53.44,1123422420,99.71,1123365060,52.1,1123335780,1123308000,9,1123355160,135,32.49,1123376160,2.52,45.38805556,-114.21,-6,America/Denver
3313,3331,FS-1425860,92.1,1119480000,68.28,1119530880,92.1,1119480000,65.81,1119442440,38.99,0.27,,0.54,0,0,,0,,1119442200,1119493860,92.6,1119480000,67.79,1119530880,92.6,1119480000,65.32,1119442440,1119420000,0,1119420000,106,19.84,1119423540,5.81,33.16972222,-109.1905556,-6,America/Denver
3346,3364,FS-1425915,92.2,1123361280,50.86,1123416180,92.2,1123361280,48.17,1123335360,39.6,0.41,rain,0.06,0.0009,0.0384,1123387200,0.64,rain,1123331460,1123383660,92.7,1123361280,50.37,1123416180,92.7,1123361280,47.68,1123335360,1123311600,0,1123311600,242,27.18,1123372800,3.57,45.24861111,-114.7227778,-7,America/Los_Angeles
3403,3421,FS-1425995,81.87,1124235540,48.67,1124286060,81.87,1124235540,48.41,1124191980,34.86,0.36,,0.4,0,0,,0,,1124196000,1124246820,82.37,1124235540,48.18,1124286060,82.37,1124235540,47.92,1124191980,1124175600,0,1124175600,227,14.05,1124236800,2.46,46.3425,-114.5877778,-7,America/Los_Angeles
3436,3454,FS-1426052,89.02,1123365240,65.78,1123414920,89.02,1123365240,61.72,1123323180,51.97,0.48,,0.06,0,0,,0,,1123325280,1123378440,89.52,1123365240,65.3,1123414920,89.52,1123365240,61.23,1123323180,1123304400,,,237,25.67,1123355160,9.3,48.14,-90.96777778,-5,America/Chicago
3587,3605,FS-1426338,89.24,1122674520,55.03,1122724620,89.24,1122674520,53.77,1122638160,42.07,0.35,,0.82,0,0,,0,,1122639600,1122693180,89.74,1122674520,54.54,1122724620,89.74,1122674520,53.28,1122638160,1122620400,,,230,23.65,1122678300,4.24,45.88083333,-114.6397222,-7,America/Los_Angeles
3598,3616,FS-1426356,87.79,1122761100,56.85,1122809700,87.79,1122761100,53.7,1122728400,47.65,0.44,,0.85,0,0,,0,,1122725940,1122779700,88.29,1122761100,56.36,1122809700,88.29,1122761100,53.21,1122728400,1122706800,,,157,10.78,1122767820,1.45,46.69611111,-114.9013889,-7,America/Los_Angeles
3702,3720,FS-1426519,73.27,1124489520,31.52,1124543160,73.27,1124489520,29.49,1124459520,37.89,0.69,,0.52,0,0,,0,,1124455620,1124505780,73.77,1124489520,31.03,1124543160,73.77,1124489520,29,1124459520,1124434800,0,1124434800,221,10.24,1124492520,0.78,45.92777778,-114.9583333,-7,America/Los_Angeles
3763,3782,FS-1426614,67.09,1123972500,30.83,1124026740,67.09,1123972500,35.58,1123937700,37.47,0.64,,0.29,0,0,,0,,1123936800,1123987980,67.59,1123972500,30.34,1124026740,67.59,1123972500,35.09,1123937700,1123916400,0,1123916400,332,10.25,1123977600,0.95,45.7,-115.01,-7,America/Los_Angeles
3775,3794,FS-1426628,83.17,1123625040,46.21,1123681200,83.17,1123625040,47.03,1123590600,48.58,0.66,,0.15,0,0,,0,,1123591020,1123642920,83.67,1123625040,47.51,1123681620,83.67,1123625040,47.62,1123590660,1123570800,0,1123570800,357,15.12,1123625340,3.14,45.93222222,-115.7858333,-7,America/Los_Angeles
3852,3871,FS-1426780,80.47,1124917080,51.97,1124977440,80.47,1124917080,49.95,1124885400,32.2,0.31,clear-day,0.7,0,0,,0,,1124889840,1124937960,80.97,1124917080,51.48,1124977440,80.97,1124917080,49.46,1124885400,1124866800,9,1124913780,221,15.5,1124924040,3.58,39.61222222,-120.3516667,-7,America/Los_Angeles
3857,3876,FS-1426795,92.63,1123371660,51.82,1123417740,92.63,1123371660,42.59,1123333020,34.03,0.33,,0.06,0,0,,0,,1123330740,1123383720,93.13,1123371660,51.33,1123417740,93.13,1123371660,42.1,1123333020,1123308000,0,1123308000,252,15.05,1123368780,1.89,47.73305556,-113.3755556,-6,America/Denver
3892,3911,FS-1426846,72.95,1127514600,35.08,1127560560,72.95,1127514600,40.56,1127541600,32.61,0.41,rain,0.72,0.0007,0.0291,1127530800,0.73,rain,1127482380,1127525940,73.45,1127514600,36.27,1127568960,73.45,1127514600,44.27,1127541600,1127458800,0,1127458800,219,41.47,1127523540,9.34,40.28638889,-115.6161111,-7,America/Los_Angeles
3990,4010,FS-1427008,85.55,1122843360,52.84,1122897960,85.55,1122843360,52.85,1122812100,50.59,0.58,,0.88,0.0009,0.017,1122854460,0.1,rain,1122812580,1122865920,86.05,1122843360,52.35,1122897960,86.05,1122843360,52.36,1122812100,1122793200,,,349,12.69,1122865440,1.33,45.97472222,-114.8858333,-7,America/Los_Angeles
4015,4035,FS-1427047,76.92,1123027740,50.51,1123061820,76.92,1123027740,58.11,1123048800,56.63,0.78,rain,0.94,0.0004,0.0094,1122966000,0.93,rain,1122985500,1123038540,77.42,1123027740,49.98,1123061940,77.42,1123027740,56.95,1122987480,1122966000,,,212,14.86,1123034520,1.71,46.02055556,-114.8655556,-7,America/Los_Angeles
4160,4180,FS-1427249,80.03,1123444800,,,80.03,1123444800,45.72,1123416000,44.44,0.66,,0.09,0,0,,0,,1123417860,1123470000,80.53,1123444800,,,80.53,1123444800,45.23,1123416000,1123398000,0,1123398000,245,9.98,1123400880,1.21,45.5325,-114.5872222,-7,America/Los_Angeles
4178,4198,FS-1427272,78.98,1123537680,52.62,1123577280,78.98,1123537680,51.8,1123500600,48.41,0.47,,0.12,0.0131,0.0721,1123544760,,rain,1123504380,1123556280,79.48,1123537680,52.13,1123577280,79.48,1123537680,51.31,1123500600,1123484400,0,1123484400,94,31.7,1123542000,3.73,45.42527778,-114.6163889,-7,America/Los_Angeles
4210,4231,FS-1427329,69.54,1123029540,59.19,1123068300,69.54,1123029540,57.56,1122990960,,,,0.94,,,,,,1122985440,1123038780,70.04,1123029540,58.7,1123068300,70.04,1123029540,57.07,1122990960,1122966000,,,,,,,46.80027778,-115.21,-7,America/Los_Angeles
4332,4354,FS-1427504,67.11,1131825900,50.58,1131849600,67.11,1131825900,35.11,1131796020,23.56,0.4,clear-day,0.4,0,0,,0,,1131797580,1131834720,67.61,1131825900,50.09,1131849600,67.61,1131825900,34.62,1131796020,1131771600,3,1131816000,111,12.41,1131824700,3.02,36.61222222,-84.24305556,-5,America/New_York
4401,4423,FS-1427596,81.82,1125785700,48.83,1125841380,81.82,1125785700,50.27,1125755460,30.76,0.29,clear-day,0.01,0,0,,0,,1125753060,1125800220,82.32,1125785700,48.68,1125840600,82.32,1125785700,49.78,1125755460,1125727200,8,1125776640,322,14.68,1125795660,3.32,43.82055556,-115.8955556,-6,America/Boise
4491,4513,FS-1427735,74.17,1119556800,47.75,1119613080,74.17,1119556800,51.77,1119524460,41.72,0.48,partly-cloudy-day,0.58,0,0,,0,,1119527400,1119580380,74.67,1119556800,47.26,1119613080,74.67,1119556800,51.28,1119524460,1119506400,11,1119549600,227,20.32,1119556920,4.11,37.15583333,-106.8844444,-6,America/Denver
4523,4545,FS-1427790,85.13,1127344260,50.49,1127399280,85.13,1127344260,50.93,1127313600,38.06,0.38,,0.65,0,0,,0,,1127311260,1127355180,85.63,1127344260,50,1127399280,85.63,1127344260,50.44,1127313600,1127286000,0,1127286000,247,14.3,1127353740,3.09,41.49972222,-123.2763889,-7,America/Los_Angeles
4556,4578,FS-1427855,85.57,1122936780,53.23,1122991020,85.57,1122936780,51.4,1122895560,46.6,0.55,rain,0.91,0.004,0.053,1122944400,0.38,rain,1122899040,1122952080,86.07,1122936780,52.74,1122991020,86.07,1122936780,50.91,1122895560,1122879600,,,267,19.32,1122944640,2.71,45.59916667,-114.6825,-7,America/Los_Angeles
4711,4733,FS-1428113,79.29,1123446240,41.23,1123495620,79.29,1123446240,42.67,1123416240,45.72,0.78,,0.09,0,0,,0,,1123417920,1123470000,79.79,1123446240,40.74,1123495620,79.79,1123446240,42.18,1123416240,1123398000,0,1123398000,134,7.76,1123444800,0.48,45.515,-114.7619444,-7,America/Los_Angeles
4759,4781,FS-1428173,80.49,1119913560,41.33,1119956520,80.49,1119913560,32.67,1119874800,24.37,0.33,clear-day,0.73,0,0,,0,,1119874500,1119927000,80.99,1119913560,42.85,1119956820,80.99,1119913560,32.18,1119874800,1119855600,12,1119900660,217,27.51,1119909600,6.33,35.90416667,-111.9675,-7,America/Phoenix
4923,4945,FS-1428480,91.87,1122241620,71.12,1122295440,91.87,1122241620,71.61,1122212220,56.54,0.43,rain,0.64,0.0055,0.0834,1122249420,0.25,rain,1122209880,1122260580,92.37,1122241620,70.63,1122295440,92.37,1122241620,71.12,1122212220,1122188400,10,1122235320,270,18.29,1122245880,5.22,35.09333333,-118.2055556,-7,America/Los_Angeles
5020,5043,FS-1428656,84.82,1123634580,55.84,1123673880,84.82,1123634580,60.01,1123588680,42.76,0.38,rain,0.15,0.0021,0.0288,1123588800,0.94,rain,1123590660,1123642560,85.32,1123634580,55.35,1123673880,85.32,1123634580,59.52,1123588680,1123567200,0,1123567200,180,28.67,1123631820,8.22,46.04333333,-114.1519444,-6,America/Denver
5065,5088,FS-1428733,86.51,1125174840,51.23,1125234060,86.51,1125174840,50.14,1125149820,44.34,0.45,,0.8,0,0,,0,,1125146820,1125193680,87.01,1125174840,50.74,1125234060,87.01,1125174840,49.65,1125149820,1125122400,0,1125122400,321,7.51,1125170700,1.29,33.65166667,-108.7041667,-6,America/Denver
5083,5106,FS-1428774,86.87,1116028320,58.31,1116074760,86.87,1116028320,59.59,1115984880,30.6,0.22,clear-day,0.18,0,0,,0,,1115987280,1116037260,87.37,1116028320,57.82,1116074760,87.37,1116028320,59.1,1115984880,1115967600,11,1116012180,175,8.84,1116033240,3.2,33.92027778,-111.7280556,-7,America/Phoenix
5214,5238,FS-1428996,85.54,1123365600,44.88,1123419600,85.54,1123365600,50.21,1123333080,38.14,0.37,,0.06,0,0,,0,,1123331220,1123384020,86.04,1123365600,44.39,1123419600,86.04,1123365600,49.72,1123333080,1123308000,0,1123308000,259,16.49,1123372800,2.68,47.05,-115.0113889,-6,America/Denver
5279,5303,FS-1429090,62.28,1131915840,51.36,1131972000,62.28,1131915840,52.66,1131858000,49.81,0.76,rain,0.43,0.0114,0.0607,1131894360,0.94,rain,1131884220,1131921060,62.72,1131915840,50.87,1131972000,62.72,1131915840,52.17,1131858000,1131858000,3,1131902820,185,17.64,1131876240,4.9,37.10833333,-84.54166667,-5,America/New_York
5328,5352,FS-1429204,74.37,1130097480,34.15,1130155200,74.37,1130097480,36.93,1130076960,44.99,0.63,,0.72,0,0,,0,,1130068140,1130108520,74.87,1130097480,38.61,1130155200,74.87,1130097480,39.81,1130076660,1130040000,0,1130040000,21,12.64,1130080200,3.82,30.21666667,-84.98333333,-4,America/New_York
5347,5371,FS-1429232,77.62,1121547000,50.5,1121603820,77.62,1121547000,50.22,1121507940,27.59,0.23,,0.33,0,0,,0,,1121515380,1121568660,78.12,1121547000,50.01,1121603820,78.12,1121547000,49.73,1121507940,1121493600,0,1121493600,264,20.57,1121567160,4.86,40.86444444,-109.9283333,-6,America/Denver
5360,5384,FS-1429253,88.37,1123361040,48,1123422300,88.37,1123361040,45.84,1123332660,40.38,0.44,,0.06,0.0002,0.007,1123387200,0.12,rain,1123331520,1123383720,88.87,1123361040,47.51,1123422300,88.87,1123361040,45.35,1123332660,1123311600,0,1123311600,242,20.16,1123365480,2.59,45.35166667,-114.975,-7,America/Los_Angeles
5392,5416,FS-1429299,70,1122418860,31.8,1122466260,70,1122418860,38.79,1122382320,33.47,0.48,clear-day,0.72,0,0.0006,1122386400,0.05,,1122379800,1122432900,70.5,1122418860,34.44,1122465900,70.5,1122418860,39.73,1122381780,1122357600,10,1122406260,353,20.43,1122357600,3.83,43.45166667,-111.1494444,-6,America/Boise
5630,5655,FS-1429670,82.07,1123717200,40.82,1123765380,82.07,1123717200,53.47,1123664760,35.65,0.24,,0.19,0,0,,0,,1123677540,1123729080,82.57,1123717200,40.33,1123765380,82.57,1123717200,52.98,1123664760,1123657200,0,1123657200,302,17.9,1123718340,3.69,45.21555556,-115.4336111,-7,America/Los_Angeles
5888,5914,FS-1430032,72.33,1126994280,48,1127042640,72.33,1126994280,49.53,1126956240,14.29,0.19,,0.5,0,0,,0,,1126961460,1127005860,72.83,1126994280,47.51,1127042640,72.83,1126994280,49.04,1126956240,1126936800,0,1126936800,249,20.95,1126995240,4.09,36.34194444,-106.2897222,-6,America/Denver
5962,5989,FS-1430190,85.26,1123195080,60.56,1123245060,85.26,1123195080,58.49,1123159680,54.9,0.59,rain,0,0.0062,0.0655,1123212720,0.28,rain,1123159500,1123209120,85.76,1123195080,60.07,1123245060,85.76,1123195080,58,1123159680,1123138800,11,1123182420,272,24.76,1123141500,4.79,34.68277778,-112.8541667,-7,America/Phoenix
5976,6003,FS-1430218,85.67,1122590280,51.96,1122640740,85.67,1122590280,50.91,1122546000,37.8,0.33,clear-day,0.78,0,0,,0,,1122553980,1122607380,86.17,1122590280,51.47,1122640740,86.17,1122590280,50.42,1122546000,1122534000,10,1122580620,299,18.37,1122577860,4.91,45.10805556,-117.5597222,-7,America/Los_Angeles
5978,6005,FS-1430220,88.97,1124654460,60.08,1124718240,88.97,1124654460,61.12,1124630940,33.75,0.25,clear-day,0.59,0,0,,0,,1124629500,1124679120,89.47,1124654460,59.59,1124718240,89.47,1124654460,60.63,1124630940,1124607600,8,1124654220,348,17.97,1124670720,1.89,45.10277778,-118.5108333,-7,America/Los_Angeles
5990,6019,FS-1430249,76.11,1121810340,53.82,1121862960,76.11,1121810340,56.16,1121776800,26.34,0.24,clear-day,0.45,0,0,,0,,1121774940,1121829360,76.61,1121810340,53.33,1121862960,76.61,1121810340,55.67,1121776800,1121752800,11,1121802120,242,33.75,1121813760,8.21,44.62222222,-113.7458333,-6,America/Boise
6057,6086,FS-1430382,75,1125352260,28.7,1125410400,75,1125352260,50.88,1125306120,16.43,0.17,wind,0.86,0,0,,0,,1125320160,1125368280,75.5,1125352260,36.8,1125410400,75.5,1125352260,50.39,1125306120,1125295200,8,1125342360,195,39.64,1125355800,10.49,44.5525,-113.6830556,-6,America/Boise
6092,6121,FS-1430434,92.34,1122760680,59.87,1122811140,92.34,1122760680,60.09,1122720540,45.08,0.38,,0.85,0,0,,0,,1122727140,1122781320,92.84,1122760680,59.38,1122811140,92.84,1122760680,59.6,1122720540,1122706800,,,288,12.81,1122781800,2.04,47.83722222,-120.8052778,-7,America/Los_Angeles
6120,6149,FS-1430468,80.77,1123798020,47.01,1123851360,80.77,1123798020,50.47,1123764840,24.25,0.23,clear-day,0.22,0,0,,0,,1123764660,1123816080,81.27,1123798020,46.52,1123851360,81.27,1123798020,49.98,1123764840,1123743600,9,1123790340,307,13.61,1123801320,3.96,45.33472222,-118.3341667,-7,America/Los_Angeles
6373,6402,FS-1430853,96.31,1123542000,64.1,1123592160,96.31,1123542000,60.88,1123506120,39.25,0.27,,0.12,0,0,,0,,1123504860,1123556820,96.81,1123542000,63.61,1123592160,96.81,1123542000,60.39,1123506120,1123484400,,,328,15.91,1123550220,3.16,45.68722222,-116.7497222,-7,America/Los_Angeles
6387,6416,FS-1430874,84.9,1114719000,66.15,1114766100,84.9,1114719000,58.61,1114675860,52.84,0.58,clear-day,0.67,0,0,,0,,1114687860,1114735860,85.4,1114719000,64.99,1114766580,85.4,1114719000,58.12,1114675860,1114664400,11,1114711740,191,29,1114714500,9.35,31.39638889,-93.03083333,-5,America/Chicago
6446,6475,FS-1430989,72.63,1126741260,48.87,1126789080,72.63,1126741260,38.09,1126702500,31.21,0.39,,0.39,0,0,,0,,1126704360,1126749720,73.13,1126741260,48.38,1126789080,73.13,1126741260,40.59,1126704780,1126681200,0,1126681200,279,14.76,1126735080,3.54,45.42083333,-116.7863889,-7,America/Los_Angeles
6539,6568,FS-1431215,93.04,1123197060,52.9,1123245720,93.04,1123197060,48.64,1123160040,38.7,0.33,clear-day,1,0,0,,0,,1123158180,1123211280,93.54,1123197060,52.41,1123245720,93.54,1123197060,48.74,1123159980,1123135200,9,1123184700,194,11.75,1123205580,3.61,47.01944444,-114.5375,-6,America/Denver
6597,6628,FS-1431398,78.24,1110663720,50.86,1110703020,78.24,1110663720,37.25,1110628260,32.69,0.42,clear-day,0.1,0,0,,0,,1110629460,1110672240,78.74,1110663720,50.37,1110703020,78.74,1110663720,37.61,1110608340,1110607200,8,1110650760,231,24.04,1110663660,7.98,31.13333333,-89.14166667,-6,America/Chicago
6816,6848,FS-1431833,98.86,1119477900,72.99,1119534600,98.86,1119477900,77.26,1119443280,45.37,0.24,partly-cloudy-day,0.54,0,0,,0,,1119442620,1119494400,99.36,1119477900,72.5,1119534600,99.36,1119477900,76.77,1119443280,1119423600,9,1119468900,150,13.05,1119474060,4.53,33.675,-111.35,-7,America/Phoenix
6834,6866,FS-1431853,101.09,1121724480,76.61,1121779800,101.09,1121724480,75.57,1121688360,50.73,0.29,,0.41,0.0074,0.2148,1121670000,0.17,rain,1121689740,1121740500,101.59,1121724480,76.12,1121779800,101.59,1121724480,75.08,1121688360,1121670000,0,1121670000,268,14.25,1121750700,4.04,33.42722222,-111.0755556,-7,America/Phoenix
7585,7624,FS-1433452,66.32,1144428600,33.34,1144500240,66.32,1144428600,38.27,1144461540,31.81,0.46,,0.33,,,,,,1144412220,1144458360,66.82,1144428600,40.45,1144500900,66.82,1144428600,45.89,1144461600,1144386000,9,1144432440,308,42.72,1144433280,21.19,35.56861111,-99.5675,-5,America/Chicago
7675,7715,FS-1433626,55.31,1139165880,12.77,1139223360,55.31,1139165880,21.28,1139202000,17.91,0.41,wind,0.28,0,0,,0,,1139147220,1139185020,55.81,1139165880,22.3,1139222880,55.81,1139165880,27.75,1139147700,1139119200,4,1139165760,333,46.56,1139183700,16.92,37.07388889,-101.7097222,-6,America/Chicago
8396,8437,FS-1434893,75.85,1147723020,48.14,1147784040,75.85,1147723020,47.08,1147698240,37.59,0.48,rain,0.6,0.0154,0.1722,1147737780,0.96,rain,1147695180,1147745220,76.35,1147723020,47.65,1147784040,76.35,1147723020,46.59,1147698240,1147672800,0,1147672800,185,18.19,1147736640,3.8,33.33611111,-108.0744444,-6,America/Denver
8451,8492,FS-1434983,85.99,1149615000,62.9,1149685140,85.99,1149615000,65.81,1149656400,26.17,0.17,,0.35,0,0,,0,,1149595680,1149647040,86.49,1149615000,62.41,1149685140,86.49,1149615000,65.32,1149656400,1149573600,0,1149573600,136,24.02,1149637560,5.33,33.31777778,-108.9186111,-6,America/Denver
8499,8541,FS-1435053,94.71,1151610120,69.33,1151670840,94.71,1151610120,72.93,1151585940,52.87,0.38,rain,0.14,0.0072,0.1212,1151618580,0.47,rain,1151583480,1151635260,95.21,1151610120,68.84,1151670840,95.21,1151610120,72.44,1151585940,1151564400,0,1151564400,2,15.6,1151622660,2.75,33.92388889,-111.2358333,-7,America/Phoenix
8550,8592,FS-1435112,68.92,1145740740,37.28,1145795760,68.92,1145740740,43.93,1145707080,10.59,0.17,rain,0.82,0.1403,1.9027,1145750400,0.52,rain,1145709840,1145757720,69.42,1145740740,39.38,1145796180,69.42,1145740740,43.44,1145707080,1145689200,0,1145689200,204,28.68,1145750880,5.91,34.55638889,-110.8833333,-7,America/Phoenix
9165,9208,FS-1436048,98.6,1151355420,65.37,1151416320,98.6,1151355420,74.53,1151329440,33.1,0.17,clear-day,0.05,0.0012,0.0239,1151366400,0.11,rain,1151325420,1151378280,99.1,1151355420,64.88,1151416320,99.1,1151355420,74.04,1151329440,1151305200,11,1151351760,325,29.3,1151363040,6.17,36.97638889,-118.2644444,-7,America/Los_Angeles
9206,9249,FS-1436121,79.15,1148068980,53.46,1148122980,79.15,1148068980,58.83,1148040060,27.92,0.24,,0.74,0,0,,0,,1148040420,1148091960,79.65,1148068980,52.97,1148122980,79.65,1148068980,58.34,1148040060,1148018400,0,1148018400,294,16.89,1148073060,2.72,37.8,-109.6358333,-6,America/Denver
9406,9450,FS-1436486,84.27,1149615660,57.59,1149684900,84.27,1149615660,60.72,1149589860,25.23,0.19,,0.35,0,0,,0,,1149595620,1149647100,84.77,1149615660,57.1,1149684900,84.77,1149615660,60.23,1149589860,1149573600,0,1149573600,126,26.82,1149635400,5.24,33.58333333,-108.8666667,-6,America/Denver
9813,9859,FS-1437129,82.5,1151189640,53.67,1151239080,82.5,1151189640,50.99,1151153580,27.86,0.25,,0.98,0,0.001,1151128800,0.1,,1151149980,1151202600,83,1151189640,53.18,1151239080,83,1151189640,50.5,1151153580,1151128800,,,184,18.42,1151198820,2.1,36.22361111,-106.8925,-6,America/Denver
9827,9873,FS-1437148,101.79,1148845200,68.59,1148896740,101.79,1148845200,72.41,1148813280,70.19,0.74,rain,0.06,0.0065,0.0664,1148851380,0.42,rain,1148812260,1148862360,97.66,1148845140,67.08,1148897700,97.66,1148845140,70.66,1148813340,1148788800,0,1148788800,12,21.11,1148850720,3.09,30.36222222,-82.38694444,-4,America/New_York
9912,9958,FS-1437262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.21388889,-103.2316667,-6,America/Denver
9957,10003,FS-1437317,94.43,1153773300,61.63,1153837560,94.43,1153773300,64.09,1153751220,55.02,0.5,,1,0,0,,0,,1153746120,1153798680,94.93,1153773300,61.14,1153837560,94.93,1153773300,63.6,1153751220,1153724400,0,1153724400,44,14.14,1153790340,2.7,41.10333333,-123.0366667,-7,America/Los_Angeles
10194,10242,FS-1437618,78.87,1149893100,41.02,1149942120,78.87,1149893100,45.9,1149854160,35.76,0.44,rain,0.45,0.0002,0.0042,1149865200,0.42,rain,1149855180,1149907500,79.37,1149893100,40.53,1149942120,79.37,1149893100,45.41,1149854160,1149836400,12,1149881220,195,26.29,1149893880,7.29,35.90888889,-111.9969444,-7,America/Phoenix
10225,10273,FS-1437662,90.33,1152231600,66.92,1152273720,90.33,1152231600,60.94,1152186960,51.95,0.51,rain,0.36,0.0007,0.0103,1152169080,0.48,rain,1152185700,1152241680,90.83,1152231600,66.43,1152273720,90.83,1152231600,60.45,1152186960,1152165600,9,1152213600,263,23.3,1152220560,6.83,45.58833333,-108.9597222,-6,America/Denver
10227,10275,FS-1437664,90.87,1152661320,64.04,1152705780,90.87,1152661320,58.29,1152619560,41.86,0.33,,0.54,0,0,,0,,1152618000,1152673560,91.37,1152661320,63.55,1152705780,91.37,1152661320,57.8,1152619560,1152597600,,,212,23.22,1152680100,5.58,45.49194444,-109.0841667,-6,America/Denver
10229,10277,FS-1437666,87.77,1152558060,55.14,1152619860,87.77,1152558060,57.07,1152534360,39.48,0.32,rain,0.5,0.0008,0.0153,1152572340,0.4,rain,1152531600,1152587340,88.27,1152558060,54.65,1152619860,88.27,1152558060,56.58,1152534360,1152511200,,,245,36.28,1152573000,5.89,45.6125,-109.4833333,-6,America/Denver
10259,10307,FS-1437699,88.64,1150846500,59.53,1150894260,88.64,1150846500,60.63,1150805040,22.15,0.14,,0.84,0,0,,0,,1150804440,1150857840,89.14,1150846500,59.04,1150894260,89.14,1150846500,60.14,1150805040,1150783200,,,249,17.65,1150841040,1.91,38.40138889,-109.0225,-6,America/Denver
10419,10467,FS-1437913,90.07,1153605840,61.09,1153642680,90.07,1153605840,56.39,1153576080,58.06,0.68,rain,0.93,0.0204,0.1898,1153601100,0.89,rain,1153573260,1153624140,90.56,1153605840,60.6,1153642680,90.56,1153605840,55.9,1153576080,1153551600,0,1153551600,133,5.18,1153609620,1.44,34.90083333,-119.2794444,-7,America/Los_Angeles
10562,10610,FS-1438110,73.48,1150398120,41.4,1150458420,73.48,1150398120,47.1,1150372440,15.52,0.17,,0.66,0,0,,0,,1150373280,1150425000,73.98,1150398120,40.88,1150458240,73.98,1150398120,48.15,1150372260,1150354800,0,1150354800,252,31.88,1150405440,7.48,33.67472222,-109.2583333,-7,America/Phoenix
10796,10845,FS-1438410,66.85,1148860080,31.89,1148896800,66.85,1148860080,32.25,1148820960,-4.11,0.12,,0.07,0,0,,0,,1148818740,1148870400,67.35,1148860080,31.4,1148896800,67.35,1148860080,31.82,1148821080,1148799600,0,1148799600,257,34.51,1148846580,4.75,35.59833333,-112.7133333,-7,America/Phoenix
